ensembl,gene_name,uniprot
ENSG00000183087,GAS6,Q14393
ENSG00000110148,CCKBR,P32239
ENSG00000022355,GABRA1,P14867
ENSG00000011677,GABRA3,P34903
ENSG00000109158,GABRA4,P48169
ENSG00000145864,GABRB2,P47870
ENSG00000166206,GABRB3,P28472
ENSG00000102287,GABRE,P78334
ENSG00000242616,GNG10,P50151
ENSG00000127928,GNGT1,P63211
ENSG00000168243,GNG4,P50150
ENSG00000282972,GNG4,P50150
ENSG00000174021,GNG5,P63218
ENSG00000163288,GABRB1,P18505
ENSG00000174500,GCSAM,Q8N6F7
ENSG00000135414,GDF11,O95390
ENSG00000125965,GDF5,P43026
ENSG00000145990,GFOD1,Q9NXC2
ENSG00000216490,IFI30,P13284
ENSG00000183607,GKN2,Q86XP6
ENSG00000134443,GRP,P07492
ENSG00000113249,HAVCR1,Q96D42
ENSG00000143575,HAX1,O00165
ENSG00000101336,HCK,P08631
ENSG00000143630,HCN3,Q9P1Z3
ENSG00000263324,HCN3,Q9P1Z3
ENSG00000110169,HPX,P02790
ENSG00000112599,GUCA1B,Q9UMX6
ENSG00000197273,GUCA2A,Q02747
ENSG00000044012,GUCA2B,Q16661
ENSG00000070019,GUCY2C,P25092
ENSG00000099822,HCN2,Q9UL51
ENSG00000277494,GPIHBP1,Q8IV16
ENSG00000188175,HEPACAM2,A8MVW5
ENSG00000165478,HEPACAM,Q14CZ8
ENSG00000161835,GRASP,Q7Z6J2
ENSG00000163873,GRIK3,Q13003
ENSG00000155974,GRIP1,Q9Y3R0
ENSG00000196277,GRM7,Q14831
ENSG00000030582,GRN,P28799
ENSG00000169181,GSG1L,Q6UXU4
ENSG00000135077,HAVCR2,Q8TDQ0
ENSG00000182782,HCAR2,Q8TDS4
ENSG00000215644,GCGR,P47871
ENSG00000115263,GCG,P01275
ENSG00000087460,GNAS,O95467
ENSG00000115523,GNLY,P22749
ENSG00000147138,GPR174,Q9BXC1
ENSG00000213420,GPC2,Q8N158
ENSG00000169704,GP9,P14770
ENSG00000132975,GPR12,P47775
ENSG00000154165,GPR15,P49685
ENSG00000188394,GPR21,Q99679
ENSG00000154478,GPR26,Q8NDV2
ENSG00000142511,GPR32,O75388
ENSG00000183840,GPR39,O43194
ENSG00000146360,GPR6,P46095
ENSG00000119737,GPR75,O95800
ENSG00000171657,GPR82,Q96P67
ENSG00000123901,GPR83,Q9NYM4
ENSG00000164604,GPR85,P60893
ENSG00000181656,GPR88,Q9GZN0
ENSG00000160360,GPSM1,Q86YR5
ENSG00000088053,GP6,Q9HCN6
ENSG00000275633,GP6,Q9HCN6
ENSG00000276211,GP6,Q9HCN6
ENSG00000275931,GP6,Q9HCN6
ENSG00000276065,GP6,Q9HCN6
ENSG00000277439,GP6,Q9HCN6
ENSG00000274050,GP6,Q9HCN6
ENSG00000274566,GP6,Q9HCN6
ENSG00000278670,GP6,Q9HCN6
ENSG00000278316,GP6,Q9HCN6
ENSG00000113088,GZMK,P49863
ENSG00000197540,GZMM,P51124
ENSG00000152578,GRIA4,P48058
ENSG00000182771,GRID1,Q9ULK0
ENSG00000169258,GPRIN1,Q7Z2K8
ENSG00000168959,GRM5,P41594
ENSG00000163739,CXCL1,P09341
ENSG00000065135,GNAI3,P08754
ENSG00000147437,GNRH1,P01148
ENSG00000125787,GNRH2,O43555
ENSG00000185245,GP1BA,P07359
ENSG00000076716,GPC4,O75487
ENSG00000173612,GPRC6A,Q5T6X5
ENSG00000183150,GPR19,Q15760
ENSG00000171659,GPR34,Q9UPC5
ENSG00000170775,GPR37,O15354
ENSG00000177464,GPR4,P46093
ENSG00000180929,GPR62,Q9BZJ7
ENSG00000164199,ADGRV1,Q8WXG9
ENSG00000178732,GP5,P40197
ENSG00000145649,GZMA,P12544
ENSG00000115355,CCDC88A,Q3V6T2
ENSG00000152208,GRID2,O43424
ENSG00000149403,GRIK4,Q16099
ENSG00000105737,GRIK5,Q16478
ENSG00000152822,GRM1,Q13255
ENSG00000179603,GRM8,O00222
ENSG00000068831,RASGRP2,Q7LDG7
ENSG00000088256,GNA11,P29992
ENSG00000183484,GPR132,Q9UNW8
ENSG00000164849,GPR146,Q96CH1
ENSG00000143147,GPR161,Q8N6U8
ENSG00000169347,GP2,P55259
ENSG00000150625,GPM6A,P51674
ENSG00000136235,GPNMB,Q14956
ENSG00000112218,GPR63,Q9BZJ6
ENSG00000139572,GPR84,Q9NQS5
ENSG00000073605,GSDMB,Q8TAX9
ENSG00000104518,GSDMD,P57764
ENSG00000278718,GSDMD,P57764
ENSG00000082701,GSK3B,P49841
ENSG00000104499,GML,Q99445
ENSG00000087258,GNAO1,P09471
ENSG00000167191,GPRC5B,Q9NZH0
ENSG00000164850,GPER1,Q99527
ENSG00000170128,GPR25,O00155
ENSG00000126251,GPR42,O15529
ENSG00000135898,GPR55,Q9Y2T6
ENSG00000156097,GPR61,Q9BZJ8
ENSG00000224586,GPX5,O75715
ENSG00000257770,GPX5,O75715
ENSG00000116157,GPX7,Q96SL4
ENSG00000276886,GREM1,O60565
ENSG00000166923,GREM1,O60565
ENSG00000282046,GREM1,O60565
ENSG00000171189,GRIK1,P39086
ENSG00000171777,RASGRP4,Q8TDF6
ENSG00000211445,GPX3,P22352
ENSG00000198704,GPX6,P59796
ENSG00000164418,GRIK2,Q13002
ENSG00000198873,GRK5,P34947
ENSG00000164082,GRM2,Q14416
ENSG00000198822,GRM3,Q14832
ENSG00000124493,GRM4,Q14833
ENSG00000113262,GRM6,O15303
ENSG00000167914,GSDMA,Q96QA5
ENSG00000133460,SLC2A11,Q9BYW1
ENSG00000275744,SLC2A11,Q9BYW1
ENSG00000117394,SLC2A1,P11166
ENSG00000047932,GOPC,Q9HD26
ENSG00000173302,GPR148,Q8TDV2
ENSG00000174948,GPR149,Q86SP6
ENSG00000276469,GPR179,Q6PRD1
ENSG00000169508,GPR183,P32249
ENSG00000155269,GPR78,Q96P69
ENSG00000138271,GPR87,Q9BY21
ENSG00000173401,GLIPR1L1,Q6UWM5
ENSG00000141738,GRB7,Q14451
ENSG00000215045,GRID2IP,A4D2P6
ENSG00000172575,RASGRP1,O95267
ENSG00000147697,GSDMC,Q9BYG8
ENSG00000160326,SLC2A6,Q9UGQ3
ENSG00000281165,SLC2A6,Q9UGQ3
ENSG00000136856,SLC2A8,Q9NY64
ENSG00000109667,SLC2A9,Q9NRM0
ENSG00000173706,HEG1,Q9ULI3
ENSG00000105707,HPN,P05981
ENSG00000270394,MTRNR2L13,S4R3P1
ENSG00000256618,MTRNR2L1,P0CJ68
ENSG00000221887,HMSD,A8MTL9
ENSG00000132702,HAPLN2,Q9GZV7
ENSG00000140511,HAPLN3,Q96S86
ENSG00000113070,HBEGF,Q99075
ENSG00000255398,HCAR3,P49019
ENSG00000132297,HHLA1,C9JL84
ENSG00000205649,HTN3,P15516
ENSG00000282967,HTN3,P15516
ENSG00000126010,GRPR,P30550
ENSG00000105697,HAMP,P81172
ENSG00000019582,CD74,P04233
ENSG00000206493,HLA-E,P13747
ENSG00000229252,HLA-E,P13747
ENSG00000233904,HLA-E,P13747
ENSG00000230254,HLA-E,P13747
ENSG00000204632,HLA-G,P17693
ENSG00000206506,HLA-G,P17693
ENSG00000233095,HLA-G,P17693
ENSG00000235346,HLA-G,P17693
ENSG00000235680,HLA-G,P17693
ENSG00000230413,HLA-G,P17693
ENSG00000237216,HLA-G,P17693
ENSG00000101294,HM13,Q8TCT9
ENSG00000189403,HMGB1,P09429
ENSG00000270672,MTRNR2L6,P0CJ73
ENSG00000282017,MTRNR2L6,P0CJ73
ENSG00000103942,HOMER2,Q9NSB8
ENSG00000051128,HOMER3,Q9NSC5
ENSG00000059804,SLC2A3,P11169
ENSG00000181856,SLC2A4,P14672
ENSG00000142583,SLC2A5,P22732
ENSG00000148702,HABP2,Q14520
ENSG00000138622,HCN4,Q9Y3Q4
ENSG00000010704,HFE,Q30201
ENSG00000114455,HHLA2,Q9UM44
ENSG00000182218,HHIPL1,Q96JK4
ENSG00000143512,HHIPL2,Q6UWX4
ENSG00000164104,HMGB2,P26583
ENSG00000269028,MTRNR2L12,P0DMP1
ENSG00000249860,MTRNR2L5,P0CJ72
ENSG00000153029,MR1,Q95460
ENSG00000172987,HPSE2,Q8WWQ2
ENSG00000173083,HPSE,Q9Y251
ENSG00000196639,HRH1,P35367
ENSG00000164161,HHIP,Q96QV1
ENSG00000196917,HCAR1,Q9BXC0
ENSG00000164588,HCN1,O60741
ENSG00000126264,HCST,Q9UBK5
ENSG00000109758,HGFAC,Q04756
ENSG00000126550,HTN1,P15515
ENSG00000283046,HTN1,P15515
ENSG00000162494,LRRC38,Q5VT99
ENSG00000183908,LRRC55,Q6ZSA7
ENSG00000211640,IGLV6-57,P01721
ENSG00000111971,LY6G5C,Q5SRR4
ENSG00000204428,LY6G5C,Q5SRR4
ENSG00000206404,LY6G5C,Q5SRR4
ENSG00000228883,LY6G5C,Q5SRR4
ENSG00000231325,LY6G5C,Q5SRR4
ENSG00000226404,LY6G5C,Q5SRR4
ENSG00000237495,LY6G5C,Q5SRR4
ENSG00000167656,LY6D,Q14210
ENSG00000160886,LY6K,Q17RY6
ENSG00000166926,MS4A6E,Q96DS6
ENSG00000155254,MARVELD1,Q9BSK0
ENSG00000152939,MARVELD2,Q8N4S9
ENSG00000274671,MARVELD2,Q8N4S9
ENSG00000197971,MBP,P02686
ENSG00000183395,PMCH,P20382
ENSG00000117335,CD46,P15529
ENSG00000143768,LEFTY2,O00292
ENSG00000108679,LGALS3BP,Q08380
ENSG00000139292,LGR5,O75473
ENSG00000133067,LGR6,Q9HBX8
ENSG00000072163,LIMS2,Q7Z4I7
ENSG00000101670,LIPG,Q9Y5X9
ENSG00000182333,LIPF,P07098
ENSG00000163898,LIPH,Q8WWY8
ENSG00000188992,LIPI,Q6XZB0
ENSG00000204020,LIPN,Q5VXI9
ENSG00000187021,PNLIPRP1,P54315
ENSG00000203837,PNLIPRP3,Q17RR3
ENSG00000187116,LILRA5,A6NI73
ENSG00000278355,LILRA5,A6NI73
ENSG00000274914,LILRA5,A6NI73
ENSG00000274113,LILRA5,A6NI73
ENSG00000275404,LILRA5,A6NI73
ENSG00000139636,LMBR1L,Q6UX01
ENSG00000134013,LOXL2,Q9Y4K0
ENSG00000115318,LOXL3,P58215
ENSG00000138131,LOXL4,Q96JB6
ENSG00000198121,LPAR1,Q92633
ENSG00000147145,LPAR4,Q99677
ENSG00000139329,LUM,P51884
ENSG00000187398,LUZP2,Q86TE4
ENSG00000211663,IGLV3-19,P01714
ENSG00000211658,IGLV3-27,P01718
ENSG00000211652,IGLV7-43,P04211
ENSG00000278293,IGLV7-43,P04211
ENSG00000160932,LY6E,Q16553
ENSG00000278032,LY6E,Q16553
ENSG00000176956,LY6H,O94772
ENSG00000274488,LY6H,O94772
ENSG00000054219,LY75,O60449
ENSG00000122224,LY9,Q9HBG7
ENSG00000113083,LOX,P28300
ENSG00000198799,LRIG2,O94898
ENSG00000148602,LRIT1,Q9P2V4
ENSG00000204033,LRIT2,A6NDA9
ENSG00000183423,LRIT3,Q3SXY7
ENSG00000213903,LTB4R,Q15722
ENSG00000213906,LTB4R2,Q9NPC1
ENSG00000119681,LTBP2,Q14767
ENSG00000211673,IGLV3-1,P01715
ENSG00000179593,ALOX15B,O15296
ENSG00000204421,LY6G6C,O95867
ENSG00000206398,LY6G6C,O95867
ENSG00000235452,LY6G6C,O95867
ENSG00000228250,LY6G6C,O95867
ENSG00000228859,LY6G6C,O95867
ENSG00000236183,LY6G6C,O95867
ENSG00000235925,LY6G6C,O95867
ENSG00000261667,LY6L,H3BQJ8
ENSG00000282693,LY6L,H3BQJ8
ENSG00000144214,LYG1,Q8N1E2
ENSG00000185674,LYG2,Q86SG7
ENSG00000197353,LYPD2,Q6UXB3
ENSG00000124466,LYPD3,O95274
ENSG00000159871,LYPD5,Q6UWN5
ENSG00000259823,LYPD8,Q6UX82
ENSG00000071203,MS4A12,Q9NXJ0
ENSG00000166928,MS4A14,Q96JA4
ENSG00000110079,MS4A4A,Q96JQ5
ENSG00000110077,MS4A6A,Q9H2W1
ENSG00000166959,MS4A8,Q9BY19
ENSG00000013288,MAN2B2,Q9Y2E5
ENSG00000187391,MAGI2,Q86UL8
ENSG00000176136,MC5R,P33032
ENSG00000128285,MCHR1,Q99705
ENSG00000104974,LILRA1,O75019
ENSG00000275525,LILRA1,O75019
ENSG00000277398,LILRA1,O75019
ENSG00000274935,LILRA1,O75019
ENSG00000239998,LILRA2,Q8N149
ENSG00000275290,LILRA2,Q8N149
ENSG00000274000,LILRA2,Q8N149
ENSG00000278634,LILRA2,Q8N149
ENSG00000239961,LILRA4,P59901
ENSG00000277092,LILRA4,P59901
ENSG00000274185,LILRA4,P59901
ENSG00000276798,LILRA4,P59901
ENSG00000131042,LILRB2,Q8N423
ENSG00000276146,LILRB2,Q8N423
ENSG00000275463,LILRB2,Q8N423
ENSG00000274513,LILRB2,Q8N423
ENSG00000204577,LILRB3,O75022
ENSG00000274587,LILRB3,O75022
ENSG00000275019,LILRB3,O75022
ENSG00000186818,LILRB4,Q8NHJ6
ENSG00000275730,LILRB4,Q8NHJ6
ENSG00000064547,LPAR2,Q9HBW0
ENSG00000139679,LPAR6,P43657
ENSG00000115850,LCT,P09848
ENSG00000062524,LTK,P29376
ENSG00000211651,IGLV1-44,P01699
ENSG00000274854,IGLV1-44,P01699
ENSG00000211660,IGLV2-23,P01705
ENSG00000211662,IGLV3-21,P80748
ENSG00000198934,MAGEE1,Q9HCI5
ENSG00000151276,MAGI1,Q96QZ7
ENSG00000282956,MAGI1,Q96QZ7
ENSG00000116141,MARK1,Q9P0L2
ENSG00000072518,MARK2,Q7KZI7
ENSG00000204687,MAS1L,P35410
ENSG00000206470,MAS1L,P35410
ENSG00000206515,MAS1L,P35410
ENSG00000233141,MAS1L,P35410
ENSG00000234954,MAS1L,P35410
ENSG00000228377,MAS1L,P35410
ENSG00000228515,MAS1L,P35410
ENSG00000237284,MAS1L,P35410
ENSG00000127241,MASP1,P48740
ENSG00000211648,IGLV1-47,P01700
ENSG00000211668,IGLV2-11,P01706
ENSG00000240053,LY6G5B,Q8NDX9
ENSG00000239285,LY6G5B,Q8NDX9
ENSG00000241132,LY6G5B,Q8NDX9
ENSG00000240433,LY6G5B,Q8NDX9
ENSG00000241713,LY6G5B,Q8NDX9
ENSG00000244672,LY6G5B,Q8NDX9
ENSG00000239497,LY6G5B,Q8NDX9
ENSG00000244355,LY6G6D,O95868
ENSG00000206402,LY6G6D,O95868
ENSG00000226603,LY6G6D,O95868
ENSG00000234443,LY6G6D,O95868
ENSG00000235302,LY6G6D,O95868
ENSG00000225993,LY6G6D,O95868
ENSG00000236902,LY6G6D,O95868
ENSG00000204424,LY6G6F,Q5SQ64
ENSG00000243804,LY6G6F,Q5SQ64
ENSG00000241822,LY6G6F,Q5SQ64
ENSG00000239741,LY6G6F,Q5SQ64
ENSG00000240008,LY6G6F,Q5SQ64
ENSG00000240957,LY6G6F,Q5SQ64
ENSG00000243003,LY6G6F,Q5SQ64
ENSG00000112799,LY86,O95711
ENSG00000188404,SELL,P14151
ENSG00000102158,MAGT1,Q9H0U3
ENSG00000105695,MAG,P20916
ENSG00000165072,MAMDC2,Q7Z304
ENSG00000145416,MARCH1,Q8TCQ1
ENSG00000086015,MAST2,Q6P0Q8
ENSG00000130368,MAS1,P04201
ENSG00000162510,MATN1,P21941
ENSG00000124159,MATN4,O95460
ENSG00000005471,ABCB4,P21439
ENSG00000141434,MEP1B,Q16820
ENSG00000150556,LYPD6B,Q8NI32
ENSG00000110031,LPXN,O60711
ENSG00000179241,LDLRAD3,Q86YD5
ENSG00000198589,LRBA,P50851
ENSG00000131409,LRRC4B,Q9NT99
ENSG00000148948,LRRC4C,Q9HCJ2
ENSG00000136802,LRRC8A,Q8IWT6
ENSG00000171488,LRRC8C,Q8TDW0
ENSG00000168702,LRP1B,Q9NZR2
ENSG00000123384,LRP1,Q07954
ENSG00000130881,LRP3,O75074
ENSG00000149357,LAMTOR1,Q6IAA8
ENSG00000211653,IGLV1-40,P01703
ENSG00000274575,IGLV1-40,P01703
ENSG00000278196,IGLV2-8,P01709
ENSG00000211666,IGLV2-14,P01704
ENSG00000211659,IGLV3-25,P01717
ENSG00000150551,LYPD1,Q8N2G4
ENSG00000273111,LYPD4,Q6UWN0
ENSG00000135341,MAP3K7,O43318
ENSG00000172689,MS4A10,Q96PG2
ENSG00000081026,MAGI3,Q5TCQ9
ENSG00000128606,LRRC17,Q8N6Y2
ENSG00000254402,LRRC24,Q50LG9
ENSG00000128594,LRRC4,Q9HBW1
ENSG00000033122,LRRC7,Q96NW7
ENSG00000175928,LRRN1,Q6UXK5
ENSG00000146006,LRRTM2,O43300
ENSG00000198739,LRRTM3,Q86VH5
ENSG00000176204,LRRTM4,Q86VH4
ENSG00000104826,LHB,P01229
ENSG00000105699,LSR,Q86X29
ENSG00000127603,MACF1,Q9UPN3
ENSG00000179222,MAGED1,Q9Y5V3
ENSG00000147676,MAL2,Q969L2
ENSG00000135525,MAP7,Q14244
ENSG00000075413,MARK3,P27448
ENSG00000009724,MASP2,O00187
ENSG00000168067,MAP4K2,Q12851
ENSG00000099866,MADCAM1,Q13477
ENSG00000090316,MAEA,Q7L5Y9
ENSG00000132561,MATN2,O00339
ENSG00000132031,MATN3,O15232
ENSG00000090674,MCOLN1,Q9GZU1
ENSG00000112139,MDGA1,Q8NFP4
ENSG00000184709,LRRC26,Q2I0M4
ENSG00000197147,LRRC8B,Q6P9F7
ENSG00000171492,LRRC8D,Q7L1W4
ENSG00000171017,LRRC8E,Q6NSJ5
ENSG00000186001,LRCH3,Q96II8
ENSG00000144749,LRIG1,Q96JA1
ENSG00000282243,LRIG1,Q96JA1
ENSG00000139263,LRIG3,Q6UXM1
ENSG00000197324,LRP10,Q7Z4F1
ENSG00000157193,LRP8,Q14114
ENSG00000170382,LRRN2,O75325
ENSG00000162951,LRRTM1,Q86UE6
ENSG00000211644,IGLV1-51,P01701
ENSG00000154589,LY96,Q9Y6Y9
ENSG00000007908,SELE,P16581
ENSG00000174175,SELP,P16109
ENSG00000254087,LYN,P07948
ENSG00000187123,LYPD6,Q86Y78
ENSG00000120563,LYZL1,Q6UWQ5
ENSG00000157093,LYZL4,Q96KX0
ENSG00000277042,LYZL6,O75951
ENSG00000275722,LYZL6,O75951
ENSG00000166961,MS4A15,Q8N5U1
ENSG00000159346,ADIPOR1,Q96A54
ENSG00000137819,PAQR5,Q9NXK6
ENSG00000160781,PAQR6,Q6TCH4
ENSG00000181104,F2R,P25116
ENSG00000143870,PDIA6,Q15084
ENSG00000125384,PTGER2,P43116
ENSG00000050628,PTGER3,P43115
ENSG00000181195,PENK,P01210
ENSG00000229183,PGA4,P0DJD7
ENSG00000256713,PGA5,P0DJD9
ENSG00000180644,PRF1,P14222
ENSG00000167419,LPO,P22079
ENSG00000142798,HSPG2,P98160
ENSG00000104213,PDGFRL,Q15198
ENSG00000197632,SERPINB2,P05120
ENSG00000164220,F2RL2,O00254
ENSG00000124171,PARD6B,Q9BYG5
ENSG00000106333,PCOLCE,Q15113
ENSG00000163710,PCOLCE2,Q9UKZ9
ENSG00000197646,PDCD1LG2,Q9BQ51
ENSG00000183134,PTGDR2,Q9Y5Y4
ENSG00000186642,PDE2A,O00408
ENSG00000197461,PDGFA,P04085
ENSG00000120509,PDZD11,Q5EBL8
ENSG00000160951,PTGER1,P34995
ENSG00000132386,SERPINF1,P36955
ENSG00000175591,P2RY2,P41231
ENSG00000186912,P2RY4,P51582
ENSG00000108849,PPY,P01298
ENSG00000149269,PAK1,Q13153
ENSG00000196844,PATE2,Q6UY27
ENSG00000145882,PCYOX1L,Q8NBM8
ENSG00000168229,PTGDR,Q13258
ENSG00000170248,PDCD6IP,Q8WUM4
ENSG00000188389,PDCD1,Q15116
ENSG00000276977,PDCD1,Q15116
ENSG00000116774,OLFML3,Q9NRN5
ENSG00000172146,OR1A1,Q9P1Q5
ENSG00000221888,OR1C1,Q15619
ENSG00000180016,OR1E1,P30953
ENSG00000183024,OR1G1,P47890
ENSG00000136834,OR1J1,Q8NGS3
ENSG00000173679,OR1L1,Q8NH94
ENSG00000171501,OR1N2,Q8NGR9
ENSG00000165202,OR1Q1,Q15612
ENSG00000180658,OR2A4,O95047
ENSG00000243896,OR2A7,Q96R45
ENSG00000168131,OR2B2,Q9GZK3
ENSG00000177535,OR2B11,Q5JQS5
ENSG00000166368,OR2D2,Q9H210
ENSG00000221910,OR2F2,O95006
ENSG00000177476,OR2G3,Q8NGZ4
ENSG00000171133,OR2K2,Q8NGT1
ENSG00000281395,OR2T7,P0C7T2
ENSG00000281489,OR2T7,P0C7T2
ENSG00000185372,OR2V1,Q8NHB1
ENSG00000204704,OR2W1,Q9Y3N9
ENSG00000206525,OR2W1,Q9Y3N9
ENSG00000227639,OR2W1,Q9Y3N9
ENSG00000228977,OR2W1,Q9Y3N9
ENSG00000226463,OR2W1,Q9Y3N9
ENSG00000234101,OR2W1,Q9Y3N9
ENSG00000228652,OR2W1,Q9Y3N9
ENSG00000229328,OR2W1,Q9Y3N9
ENSG00000174339,OR2Y1,Q8NGV0
ENSG00000180090,OR3A1,P47881
ENSG00000175619,OR4B1,Q8NGF8
ENSG00000176540,OR4C5,Q8NGB2
ENSG00000172188,OR4C11,Q6IEV9
ENSG00000258817,OR4C13,Q8NGP0
ENSG00000255713,OR4D2,P58180
ENSG00000166884,OR4D6,Q8NGJ1
ENSG00000176200,OR4D11,Q8NGI4
ENSG00000221977,OR4E2,Q8NGC2
ENSG00000177693,OR4F4,Q96R69
ENSG00000184140,OR4F6,Q8NGB9
ENSG00000176253,OR4K13,Q8NH42
ENSG00000169484,OR4K14,Q8NGD5
ENSG00000183706,OR4N4,Q8N0Y3
ENSG00000176567,OR4X1,Q8NH49
ENSG00000182652,OR4Q3,Q8NH05
ENSG00000172320,OR5A1,Q8NGJ0
ENSG00000172769,OR5B3,Q8NH48
ENSG00000172362,OR5B12,Q96R08
ENSG00000198283,OR5B21,A6NL26
ENSG00000186113,OR5D14,Q8NGL3
ENSG00000186119,OR5D18,Q8NGL1
ENSG00000196098,OR5K4,A6NMS3
ENSG00000150269,OR5M9,Q8NGP3
ENSG00000279961,OR5R1,Q8NH85
ENSG00000181718,OR5T2,Q8NGG2
ENSG00000262851,OR5T2,Q8NGG2
ENSG00000112461,OR5V1,Q9UGF6
ENSG00000243729,OR5V1,Q9UGF6
ENSG00000227137,OR5V1,Q9UGF6
ENSG00000233046,OR5V1,Q9UGF6
ENSG00000243441,OR5V1,Q9UGF6
ENSG00000205329,OR6C3,Q9NZP0
ENSG00000188324,OR6C6,A6NF89
ENSG00000255804,OR6J1,Q8NGC5
ENSG00000284609,OR8B3,Q8NGG8
ENSG00000070882,OSBPL3,Q9H4L5
ENSG00000163959,SLC51A,Q86UW1
ENSG00000242252,BGLAP,P02818
ENSG00000188729,OSTN,P61366
ENSG00000118785,SPP1,P10451
ENSG00000155719,OTOA,Q7RTW8
ENSG00000165899,OTOGL,Q3ZCN5
ENSG00000125879,OTOR,Q9NRC9
ENSG00000180914,OXTR,P30559
ENSG00000162877,PM20D1,Q6GTS8
ENSG00000089041,P2RX7,Q99572
ENSG00000011405,PIK3C2A,O00443
ENSG00000078549,ADCYAP1R1,P41586
ENSG00000135617,PRADC1,Q9BSG0
ENSG00000106366,SERPINE1,P05121
ENSG00000187867,PALM3,A6NDB9
ENSG00000187950,OVCH1,Q7RTY7
ENSG00000187980,PLA2G2C,Q5R387
ENSG00000100266,PACSIN2,Q9UNF0
ENSG00000122133,PAEP,P09466
ENSG00000182749,PAQR7,Q86WK9
ENSG00000170915,PAQR8,Q8TEZ7
ENSG00000188582,PAQR9,Q6ZVX9
ENSG00000164251,F2RL1,P55085
ENSG00000204965,PCDHA5,Q9Y5H7
ENSG00000204963,PCDHA7,Q9UN72
ENSG00000251664,PCDHA12,Q9UN75
ENSG00000171815,PCDHB1,Q9Y5F3
ENSG00000113205,PCDHB3,Q9Y5E6
ENSG00000113211,PCDHB6,Q9Y5E3
ENSG00000120324,PCDHB10,Q9UN67
ENSG00000120328,PCDHB12,Q9Y5F1
ENSG00000076351,SLC46A1,Q96NT5
ENSG00000132915,PDE6A,P16499
ENSG00000162493,PDPN,Q86YL7
ENSG00000170909,OSCAR,Q8IYS5
ENSG00000276982,OSCAR,Q8IYS5
ENSG00000277088,OSCAR,Q8IYS5
ENSG00000274703,OSCAR,Q8IYS5
ENSG00000278533,OSCAR,Q8IYS5
ENSG00000275551,OSCAR,Q8IYS5
ENSG00000275736,OSCAR,Q8IYS5
ENSG00000275644,OSCAR,Q8IYS5
ENSG00000273511,OSCAR,Q8IYS5
ENSG00000278378,OSCAR,Q8IYS5
ENSG00000078589,P2RY10,O00398
ENSG00000181631,P2RY13,Q9BPV8
ENSG00000133056,PIK3C2B,O00750
ENSG00000155252,PI4K2A,Q9BTU6
ENSG00000188784,PLA2G2E,Q9NZK7
ENSG00000124507,PACSIN1,Q9BY11
ENSG00000165912,PACSIN3,Q9UKS6
ENSG00000103066,PLA2G15,Q8NCC3
ENSG00000110218,PANX1,Q96RD7
ENSG00000073150,PANX2,Q96RD6
ENSG00000182752,PAPPA,Q13219
ENSG00000116183,PAPPA2,Q9BXP8
ENSG00000006831,ADIPOR2,Q86V24
ENSG00000127533,F2RL3,Q96RI0
ENSG00000102981,PARD6A,Q9NPB6
ENSG00000148498,PARD3,Q8TEW0
ENSG00000166160,OPN1MW2,P0DN77
ENSG00000268221,OPN1MW,P04001
ENSG00000262628,OR1D5,P58170
ENSG00000127780,OR1E2,P47887
ENSG00000168124,OR1F1,O43749
ENSG00000094661,OR1I1,O60431
ENSG00000171481,OR1L3,Q8NH93
ENSG00000170929,OR1M1,Q8NGA1
ENSG00000279514,OR4C16,Q8NGL9
ENSG00000171014,OR4D5,Q8NGN0
ENSG00000172742,OR4D9,Q8NGE8
ENSG00000284662,OR4F16,Q6IEY1
ENSG00000284733,OR4F29,Q6IEY1
ENSG00000230178,OR4F3,Q6IEY1
ENSG00000155249,OR4K1,Q8NGD4
ENSG00000176230,OR4K17,Q8NGC6
ENSG00000274102,OR4M2,Q8NGB6
ENSG00000181927,OR4P4,Q8NGL7
ENSG00000172324,OR5A2,Q8NGI9
ENSG00000197786,OR5B17,Q8NGF7
ENSG00000148215,OR5C1,Q8NGR4
ENSG00000231192,OR5H1,A6NKK0
ENSG00000230301,OR5H6,Q8NGV6
ENSG00000232382,OR5K1,Q8NHB7
ENSG00000255012,OR5M1,Q8NGP8
ENSG00000182334,OR5P3,Q8WZ94
ENSG00000278253,OR5P3,Q8WZ94
ENSG00000280808,OR5P3,Q8WZ94
ENSG00000172489,OR5T3,Q8NG75
ENSG00000262784,OR5T1,Q8NG75
ENSG00000187612,OR5W2,Q8NH69
ENSG00000182083,OR6B2,Q6IFH4
ENSG00000179695,OR6C2,Q9NZP2
ENSG00000179626,OR6C4,Q8NGE1
ENSG00000203757,OR6K3,Q8NGY3
ENSG00000127515,OR7A10,O76100
ENSG00000167822,OR8J3,Q8NGG0
ENSG00000150261,OR8K1,Q8NGG5
ENSG00000263328,OR8K1,Q8NGG5
ENSG00000181752,OR8K5,Q8NH50
ENSG00000172199,OR8U1,Q8NH10
ENSG00000179468,OR9A2,Q8NGT5
ENSG00000273914,OR9A2,Q8NGT5
ENSG00000172457,OR9G4,Q8NGQ1
ENSG00000262647,OR9G4,Q8NGQ1
ENSG00000186509,OR9Q1,Q8NGQ5
ENSG00000121764,HCRTR1,O43613
ENSG00000244165,P2RY11,Q96G91
ENSG00000174944,P2RY14,Q15391
ENSG00000100100,PIK3IP1,Q96FE7
