ensembl,gene_name,mouse_uniprot,mouse_ensembl,name
ENSG00000184574,LPAR5,,ENSMUSG00000067714,Q9H1C0
ENSG00000185933,CALHM1,D3Z291,ENSMUSG00000079258,Q8IU99
ENSG00000165272,AQP3,Q8R2N1,ENSMUSG00000028435,Q92482
ENSG00000006282,SPATA20,Q80YT5,ENSMUSG00000020867,Q8TB22
ENSG00000137204,SLC22A7,,ENSMUSG00000067144,Q9Y694
ENSG00000185873,TMPRSS11B,Q14C59,ENSMUSG00000035861,Q86T26
ENSG00000126266,FFAR1,Q76JU9,ENSMUSG00000044453,O14842
ENSG00000119147,C2orf40,Q99LS0,ENSMUSG00000026051,Q9H1Z8
ENSG00000204140,CLPSL1,,,A2RUU4
ENSG00000141753,IGFBP4,P47879,ENSMUSG00000017493,P22692
ENSG00000137252,HCRTR2,P58308,ENSMUSG00000032360,O43614
ENSG00000162337,LRP5,Q91VN0,ENSMUSG00000024913,O75197
ENSG00000248099,INSL3,,ENSMUSG00000079019,P51460
ENSG00000280165,PCDH20,Q8BIZ0,ENSMUSG00000050505,Q8N6Y1
ENSG00000042493,CAPG,,ENSMUSG00000056737,P40121
ENSG00000105675,ATP4A,,ENSMUSG00000005553,P20648
ENSG00000114646,CSPG5,Q71M36,ENSMUSG00000032482,O95196
ENSG00000198829,SUCNR1,Q99MT6,ENSMUSG00000027762,Q9BXA5
ENSG00000118113,MMP8,O70138,ENSMUSG00000005800,P22894
ENSG00000083454,P2RX5,,ENSMUSG00000005950,Q93086
ENSG00000139974,SLC38A6,G3UVW3,ENSMUSG00000044712,Q8IZM9
ENSG00000243509,TNFRSF6B,,,O95407
ENSG00000170262,MRAP,Q9D159,ENSMUSG00000039956,Q8TCY5
ENSG00000108375,RNF43,Q5NCP0,ENSMUSG00000034177,Q68DV7
ENSG00000128165,ADM2,Q7TNK8,ENSMUSG00000054136,Q7Z4H4
ENSG00000101825,MXRA5,,,Q9NR99
ENSG00000140937,CDH11,P55288,ENSMUSG00000031673,P55287
ENSG00000118777,ABCG2,,ENSMUSG00000029802,Q9UNQ0
ENSG00000170558,CDH2,P15116,ENSMUSG00000024304,P19022
ENSG00000170367,CST5,Q9JM84,ENSMUSG00000033156,P28325
ENSG00000143768,LEFTY2,Q64280,ENSMUSG00000038793,O00292
ENSG00000143768,LEFTY2,P57785,ENSMUSG00000066652,O00292
ENSG00000166927,MS4A7,,ENSMUSG00000024672,Q9GZW8
ENSG00000187122,SLIT1,Q80TR4,ENSMUSG00000025020,O75093
ENSG00000116745,RPE65,Q91ZQ5,ENSMUSG00000028174,Q16518
ENSG00000183454,GRIN2A,P35436,ENSMUSG00000059003,Q12879
ENSG00000122852,SFTPA1,,ENSMUSG00000021789,Q8IWL2
ENSG00000086548,CEACAM6,Q925P2,ENSMUSG00000054385,P40199
ENSG00000086548,CEACAM6,P31809,ENSMUSG00000074272,P40199
ENSG00000105711,SCN1B,P97952,ENSMUSG00000019194,Q07699
ENSG00000105711,SCN1B,P97952,ENSMUSG00000019194,Q07699
ENSG00000116209,TMEM59,Q9QY73,ENSMUSG00000028618,Q9BXS4
ENSG00000115386,REG1A,Q08731,ENSMUSG00000023140,P05451
ENSG00000115386,REG1A,P43137,ENSMUSG00000059654,P05451
ENSG00000095585,BLNK,Q9QUN3,ENSMUSG00000061132,Q8WV28
ENSG00000162881,OXER1,,,Q8TDS5
ENSG00000120211,INSL4,,,Q14641
ENSG00000147804,SLC39A4,Q78IQ7,ENSMUSG00000063354,Q6P5W5
ENSG00000141316,SPACA3,Q9D9X8,ENSMUSG00000053184,Q8IXA5
ENSG00000075429,CACNG5,Q8VHW4,ENSMUSG00000040373,Q9UF02
ENSG00000122861,PLAU,P06869,ENSMUSG00000021822,P00749
ENSG00000137440,FGFBP1,O70514,ENSMUSG00000048373,Q14512
ENSG00000164796,CSMD3,Q80T79,ENSMUSG00000022311,Q7Z407
ENSG00000169783,LINGO1,Q9D1T0,ENSMUSG00000049556,Q96FE5
ENSG00000168509,HFE2,Q7TQ32,ENSMUSG00000038403,Q6ZVN8
ENSG00000134258,VTCN1,Q7TSP5,ENSMUSG00000051076,Q7Z7D3
ENSG00000073849,ST6GAL1,Q64685,ENSMUSG00000022885,P15907
ENSG00000166603,MC4R,P56450,ENSMUSG00000047259,P32245
ENSG00000162073,PAQR4,Q9JJE4,ENSMUSG00000023909,Q8N4S7
ENSG00000184347,SLIT3,Q9WVB4,ENSMUSG00000056427,O75094
ENSG00000010810,FYN,P39688,ENSMUSG00000019843,P06241
ENSG00000197629,MPEG1,,ENSMUSG00000040065,Q2M385
ENSG00000197629,MPEG1,,ENSMUSG00000046805,Q2M385
ENSG00000121764,HCRTR1,P58307,ENSMUSG00000028778,O43613
ENSG00000171488,LRRC8C,Q8R502,ENSMUSG00000054720,Q8TDW0
ENSG00000102104,RS1,Q9Z1L4,ENSMUSG00000031293,O15537
ENSG00000163347,CLDN1,O88551,ENSMUSG00000022512,O95832
ENSG00000003989,SLC7A2,P18581,ENSMUSG00000031596,P52569
ENSG00000164035,EMCN,Q9R0H2,ENSMUSG00000054690,Q9ULC0
ENSG00000164035,EMCN,Q9R0H2,ENSMUSG00000054690,Q9ULC0
ENSG00000104321,TRPA1,Q8BLA8,ENSMUSG00000032769,O75762
ENSG00000168685,IL7R,P16872,ENSMUSG00000003882,P16871
ENSG00000168685,IL7R,P16872,ENSMUSG00000003882,P16871
ENSG00000131126,TEX101,Q9JMI7,ENSMUSG00000062773,Q9BY14
ENSG00000196338,NLGN3,Q8BYM5,ENSMUSG00000031302,Q9NZ94
ENSG00000174233,ADCY6,,ENSMUSG00000022994,O43306
ENSG00000145777,TSLP,Q9JIE6,ENSMUSG00000024379,Q969D9
ENSG00000095917,TPSD1,,ENSMUSG00000033825,Q9BZJ3
ENSG00000053747,LAMA3,Q61789,ENSMUSG00000024421,Q16787
ENSG00000167779,IGFBP6,P47880,ENSMUSG00000023046,P24592
ENSG00000198838,RYR3,A2AGL3,ENSMUSG00000057378,Q15413
ENSG00000140519,RHCG,Q9QXP0,ENSMUSG00000030549,Q9UBD6
ENSG00000172349,IL16,O54824,ENSMUSG00000001741,Q14005
ENSG00000182578,CSF1R,P09581,ENSMUSG00000024621,P07333
ENSG00000173702,MUC13,P19467,ENSMUSG00000022824,Q9H3R2
ENSG00000173702,MUC13,P19467,ENSMUSG00000022824,Q9H3R2
ENSG00000168412,MTNR1A,Q61184,ENSMUSG00000054764,P48039
ENSG00000075461,CACNG4,Q9JJV4,ENSMUSG00000020723,Q9UBN1
ENSG00000095587,TLL2,Q9WVM6,ENSMUSG00000025013,Q9Y6L7
ENSG00000196739,COL27A1,Q5QNQ9,ENSMUSG00000045672,Q8IZC6
ENSG00000171873,ADRA1D,,ENSMUSG00000027335,P25100
ENSG00000143196,DPT,Q9QZZ6,ENSMUSG00000026574,Q07507
ENSG00000107736,CDH23,Q99PF4,ENSMUSG00000012819,Q9H251
ENSG00000114378,HYAL1,Q91ZJ9,ENSMUSG00000010051,Q12794
ENSG00000198542,ITGBL1,Q8VDV0,ENSMUSG00000032925,O95965
ENSG00000127318,IL22,Q9JJY9,ENSMUSG00000074695,Q9GZX6
ENSG00000127318,IL22,Q9JJY8,ENSMUSG00000090461,Q9GZX6
ENSG00000205795,CYS1,,ENSMUSG00000062563,Q717R9
ENSG00000151490,PTPRO,E9Q612,ENSMUSG00000030223,Q16827
ENSG00000111452,ADGRD1,Q80T32,ENSMUSG00000044017,Q6QNK2
ENSG00000125571,IL37,,,Q9NZH6
ENSG00000123096,SSPN,,ENSMUSG00000030255,Q14714
ENSG00000182944,EWSR1,Q61545,ENSMUSG00000009079,Q01844
ENSG00000172260,NEGR1,Q80Z24,ENSMUSG00000040037,Q7Z3B1
ENSG00000121577,POPDC2,Q9ES82,ENSMUSG00000022803,Q9HBU9
ENSG00000070019,GUCY2C,Q3UWA6,ENSMUSG00000042638,P25092
ENSG00000154734,ADAMTS1,P97857,ENSMUSG00000022893,Q9UHI8
ENSG00000196358,NTNG2,Q8R4F1,ENSMUSG00000035513,Q96CW9
ENSG00000017483,SLC38A5,Q3U1J0,ENSMUSG00000031170,Q8WUX1
ENSG00000111218,PRMT8,Q6PAK3,ENSMUSG00000030350,Q9NR22
ENSG00000228278,ORM2,,ENSMUSG00000028359,P19652
ENSG00000228278,ORM2,Q60590,ENSMUSG00000039196,P19652
ENSG00000228278,ORM2,P07361,ENSMUSG00000061540,P19652
ENSG00000113396,SLC27A6,,ENSMUSG00000024600,Q9Y2P4
ENSG00000163539,CLASP2,,ENSMUSG00000033392,O75122
ENSG00000149043,SYT8,Q9R0N6,ENSMUSG00000031098,Q8NBV8
ENSG00000117586,TNFSF4,P43488,ENSMUSG00000026700,P23510
ENSG00000164821,DEFA4,,,P12838
ENSG00000164418,GRIK2,P39087,ENSMUSG00000056073,Q13002
ENSG00000064205,WISP2,,ENSMUSG00000027656,O76076
ENSG00000006007,GDE1,Q9JL56,ENSMUSG00000033917,Q9NZC3
ENSG00000179934,CCR8,P56484,ENSMUSG00000042262,P51685
ENSG00000108100,CCNY,Q8BGU5,ENSMUSG00000024286,Q8ND76
ENSG00000015520,NPC1L1,,ENSMUSG00000020447,Q9UHC9
ENSG00000137275,RIPK1,Q60855,ENSMUSG00000021408,Q13546
ENSG00000167772,ANGPTL4,Q9Z1P8,ENSMUSG00000002289,Q9BY76
ENSG00000139626,ITGB7,P26011,ENSMUSG00000001281,P26010
ENSG00000089057,SLC23A2,Q9EPR4,ENSMUSG00000027340,Q9UGH3
ENSG00000196611,MMP1,,ENSMUSG00000041620,P03956
ENSG00000196611,MMP1,,ENSMUSG00000043089,P03956
ENSG00000197901,SLC22A6,Q8VC69,ENSMUSG00000024650,Q4U2R8
ENSG00000100652,SLC10A1,O08705,ENSMUSG00000021135,Q14973
ENSG00000105989,WNT2,P21552,ENSMUSG00000010797,P09544
ENSG00000175894,TSPEAR,J3S6Y1,ENSMUSG00000069581,Q8WU66
ENSG00000271605,MILR1,Q3TB92,ENSMUSG00000040528,Q7Z6M3
ENSG00000205755,CRLF2,,ENSMUSG00000033467,Q9HC73
ENSG00000205755,CRLF2,,ENSMUSG00000033467,Q9HC73
ENSG00000170248,PDCD6IP,Q9WU78,ENSMUSG00000032504,Q8WUM4
ENSG00000033867,SLC4A7,,ENSMUSG00000021733,Q9Y6M7
ENSG00000154134,ROBO3,,ENSMUSG00000032128,Q96MS0
ENSG00000174948,GPR149,Q3UVY1,ENSMUSG00000043441,Q86SP6
ENSG00000118432,CNR1,P47746,ENSMUSG00000044288,P21554
ENSG00000074660,SCARF1,,,Q14162
ENSG00000276336,SCARF1,,,Q14162
ENSG00000178776,C5orf46,Q3V2D2,ENSMUSG00000071858,Q6UWT4
ENSG00000153283,CD96,Q3U0X8,ENSMUSG00000022657,P40200
ENSG00000145012,LPP,Q8BFW7,ENSMUSG00000033306,Q93052
ENSG00000139178,C1RL,Q3UZ09,ENSMUSG00000038527,Q9NZP8
ENSG00000049323,LTBP1,Q8CG19,ENSMUSG00000001870,Q14766
ENSG00000111186,WNT5B,P22726,ENSMUSG00000030170,Q9H1J7
ENSG00000163536,SERPINI1,O35684,ENSMUSG00000027834,Q99574
ENSG00000180871,CXCR2,P35343,ENSMUSG00000026180,P25025
ENSG00000180871,CXCR2,Q810W6,ENSMUSG00000048480,P25025
ENSG00000134245,WNT2B,O70283,ENSMUSG00000027840,Q93097
ENSG00000171862,PTEN,O08586,ENSMUSG00000013663,P60484
ENSG00000142173,COL6A2,Q02788,ENSMUSG00000020241,P12110
ENSG00000152595,MEPE,,ENSMUSG00000053863,Q9NQ76
ENSG00000174721,FGFBP3,,ENSMUSG00000047632,Q8TAT2
ENSG00000165985,C1QL3,Q9ESN4,ENSMUSG00000049630,Q5VWW1
ENSG00000223980,HLA-A,,,P30459
ENSG00000223980,HLA-A,,,P10314
ENSG00000223980,HLA-A,,,P30447
ENSG00000197506,SLC28A3,Q9ERH8,ENSMUSG00000021553,Q9HAS3
ENSG00000105409,ATP1A3,Q6PIC6,ENSMUSG00000040907,P13637
ENSG00000117425,PTCH2,O35595,ENSMUSG00000028681,Q9Y6C5
ENSG00000196569,LAMA2,Q60675,ENSMUSG00000019899,P24043
ENSG00000172638,EFEMP2,Q9WVJ9,ENSMUSG00000024909,O95967
ENSG00000147138,GPR174,Q3U507,ENSMUSG00000073008,Q9BXC1
ENSG00000131080,EDA2R,Q8BX35,ENSMUSG00000034457,Q9HAV5
ENSG00000124233,SEMG1,,,P04279
ENSG00000087116,ADAMTS2,Q8C9W3,ENSMUSG00000036545,O95450
ENSG00000165471,MBL2,P41317,ENSMUSG00000024863,P11226
ENSG00000205221,VIT,Q8VHI5,ENSMUSG00000024076,Q6UXI7
ENSG00000186417,GLDN,Q8BMF8,ENSMUSG00000046167,Q6ZMI3
ENSG00000186417,GLDN,Q8BMF8,ENSMUSG00000046167,Q6ZMI3
ENSG00000068650,ATP11A,P98197,ENSMUSG00000031441,P98196
ENSG00000065320,NTN1,O09118,ENSMUSG00000020902,O95631
ENSG00000135525,MAP7,,ENSMUSG00000019996,Q14244
ENSG00000132693,CRP,P14847,ENSMUSG00000037942,P02741
ENSG00000180616,SSTR2,P30875,ENSMUSG00000047904,P30874
ENSG00000105426,PTPRS,B0V2N1,ENSMUSG00000013236,Q13332
ENSG00000188107,EYS,,,Q5T1H1
ENSG00000221866,PLXNA4,Q80UG2,ENSMUSG00000029765,Q9HCM2
ENSG00000165370,GPR101,Q80T62,ENSMUSG00000036357,Q96P66
ENSG00000174837,ADGRE1,Q61549,ENSMUSG00000004730,Q14246
ENSG00000125823,CSTL1,,ENSMUSG00000055177,Q9H114
ENSG00000158813,EDA,O54693,ENSMUSG00000059327,Q92838
ENSG00000158813,EDA,O54693,ENSMUSG00000059327,Q92838
ENSG00000158856,DMTN,Q9WV69,ENSMUSG00000022099,Q08495
ENSG00000206384,COL6A6,Q8C6K9,ENSMUSG00000043719,A6NMZ7
ENSG00000120054,CPN1,Q9JJN5,ENSMUSG00000025196,P15169
ENSG00000173214,MFSD4B,Q8VCV9,ENSMUSG00000038522,Q5TF39
ENSG00000173214,MFSD4B,,ENSMUSG00000038528,Q5TF39
ENSG00000173214,MFSD4B,,ENSMUSG00000039339,Q5TF39
ENSG00000173214,MFSD4B,Q3UN21,ENSMUSG00000071335,Q5TF39
ENSG00000173214,MFSD4B,,ENSMUSG00000096687,Q5TF39
ENSG00000175920,DOK7,,,Q18PE1
ENSG00000187513,GJA4,P28235,ENSMUSG00000050234,P35212
ENSG00000189433,GJB4,Q02738,ENSMUSG00000046623,Q9NTQ9
ENSG00000228964,HLA-B,,,P30481
ENSG00000173040,EVC2,Q8K1G2,ENSMUSG00000050248,Q86UK5
ENSG00000168785,TSPAN5,P62080,ENSMUSG00000028152,P62079
ENSG00000163814,CDCP1,Q5U462,ENSMUSG00000035498,Q9H5V8
ENSG00000163814,CDCP1,Q5U462,ENSMUSG00000035498,Q9H5V8
ENSG00000183876,ARSI,Q32KI9,ENSMUSG00000036412,Q5FYB1
ENSG00000091128,LAMB4,,,A4D0S4
ENSG00000114455,HHLA2,,,Q9UM44
ENSG00000188064,WNT7B,P28047,ENSMUSG00000022382,P56706
ENSG00000206013,IFITM5,O88728,ENSMUSG00000025489,A6NNB3
ENSG00000177301,KCNA2,P63141,ENSMUSG00000040724,P16389
ENSG00000184995,IFNE,Q80ZF2,ENSMUSG00000045364,Q86WN2
ENSG00000124491,F13A1,Q8BH61,ENSMUSG00000039109,P00488
ENSG00000167434,CA4,Q64444,ENSMUSG00000000805,P22748
ENSG00000164252,AGGF1,Q7TN31,ENSMUSG00000021681,Q8N302
ENSG00000135245,HILPDA,Q9JLS0,ENSMUSG00000043421,Q9Y5L2
ENSG00000138131,LOXL4,Q924C6,ENSMUSG00000025185,Q96JB6
ENSG00000148942,SLC5A12,Q49B93,ENSMUSG00000041644,Q1EHB4
ENSG00000171053,PATE1,,ENSMUSG00000091215,Q8WXA2
ENSG00000005893,LAMP2,P17047,ENSMUSG00000016534,P13473
ENSG00000169174,PCSK9,Q80W65,ENSMUSG00000044254,Q8NBP7
ENSG00000164112,TMEM155,,,Q4W5P6
ENSG00000168781,PPIP5K1,A2ARP1,ENSMUSG00000033526,Q6PFW1
ENSG00000121351,IAPP,P12968,ENSMUSG00000041681,P10997
ENSG00000140839,CLEC18B,Q7TSQ1,ENSMUSG00000033633,Q6UXF7
ENSG00000131471,AOC3,O70423,ENSMUSG00000019326,Q16853
ENSG00000141098,GFOD2,Q9CYH5,ENSMUSG00000013150,Q3B7J2
ENSG00000213694,S1PR3,Q9Z0U9,ENSMUSG00000067586,Q99500
ENSG00000166341,DCHS1,E9PVD3,ENSMUSG00000036862,Q96JQ0
ENSG00000114812,VIPR1,P97751,ENSMUSG00000032528,P32241
ENSG00000047936,ROS1,Q78DX7,ENSMUSG00000019893,P08922
ENSG00000069849,ATP1B3,P97370,ENSMUSG00000032412,P54709
ENSG00000266524,GDF10,P97737,ENSMUSG00000021943,P55107
ENSG00000122756,CNTFR,O88507,ENSMUSG00000028444,P26992
ENSG00000186265,BTLA,,ENSMUSG00000052013,Q7Z6A9
ENSG00000007952,NOX1,Q8CIZ9,ENSMUSG00000031257,Q9Y5S8
ENSG00000165621,OXGR1,Q6IYF8,ENSMUSG00000044819,Q96P68
ENSG00000163399,ATP1A1,Q8VDN2,ENSMUSG00000033161,P05023
ENSG00000070808,CAMK2A,P11798,ENSMUSG00000024617,Q9UQM7
ENSG00000186354,C9orf47,,,Q6ZRZ4
ENSG00000150048,CLEC1A,Q8BWY2,ENSMUSG00000033082,Q8NC01
ENSG00000104432,IL7,P10168,ENSMUSG00000040329,P13232
ENSG00000101670,LIPG,Q9WVG5,ENSMUSG00000053846,Q9Y5X9
ENSG00000121410,A1BG,Q19LI2,ENSMUSG00000022347,P04217
ENSG00000117407,ARTN,Q9Z0L2,ENSMUSG00000028539,Q5T4W7
ENSG00000198183,BPIFA1,P97361,ENSMUSG00000027483,Q9NP55
ENSG00000198183,BPIFA1,Q9CQX3,ENSMUSG00000027484,Q9NP55
ENSG00000186897,C1QL4,Q4ZJM9,ENSMUSG00000001076,Q86Z23
ENSG00000151655,ITIH2,,ENSMUSG00000037254,P19823
ENSG00000164161,HHIP,Q7TN16,ENSMUSG00000064325,Q96QV1
ENSG00000180758,GPR157,Q8C206,ENSMUSG00000047875,Q5UAW9
ENSG00000122223,CD244,Q07763,ENSMUSG00000004709,Q9BZW8
ENSG00000186648,CARMIL3,Q3UFQ8,ENSMUSG00000022211,Q8ND23
ENSG00000101188,NTSR1,O88319,ENSMUSG00000027568,P30989
ENSG00000172551,MUCL1,,,Q96DR8
ENSG00000166086,JAM3,Q9D8B7,ENSMUSG00000031990,Q9BX67
ENSG00000166086,JAM3,Q9D8B7,ENSMUSG00000031990,Q9BX67
ENSG00000129214,SHBG,P97497,ENSMUSG00000005202,P04278
ENSG00000167775,CD320,Q9Z1P5,ENSMUSG00000002308,Q9NPF0
ENSG00000158156,XKR8,Q8C0T0,ENSMUSG00000037752,Q9H6D3
ENSG00000185303,SFTPA2,,ENSMUSG00000021789,Q8IWL1
ENSG00000168028,RPSA,P14206,ENSMUSG00000032518,P08865
ENSG00000171243,SOSTDC1,Q9CQN4,ENSMUSG00000036169,Q6X4U4
ENSG00000146469,VIP,,ENSMUSG00000019772,P01282
ENSG00000162891,IL20,Q9JKV9,ENSMUSG00000026416,Q9NYY1
ENSG00000140470,ADAMTS17,,ENSMUSG00000058145,Q8TE56
ENSG00000188404,SELL,P18337,ENSMUSG00000026581,P14151
ENSG00000087301,TXNDC16,Q7TN22,ENSMUSG00000021830,Q9P2K2
ENSG00000089041,P2RX7,Q9Z1M0,ENSMUSG00000029468,Q99572
ENSG00000013725,CD6,Q61003,ENSMUSG00000024670,P30203
ENSG00000013725,CD6,Q61003,ENSMUSG00000024670,P30203
ENSG00000137642,SORL1,O88307,ENSMUSG00000049313,Q92673
ENSG00000137642,SORL1,O88307,ENSMUSG00000049313,Q92673
ENSG00000158458,NRG2,,ENSMUSG00000060275,O14511
ENSG00000158458,NRG2,,ENSMUSG00000060275,O14511
ENSG00000155659,VSIG4,,ENSMUSG00000044206,Q9Y279
ENSG00000105246,EBI3,O35228,ENSMUSG00000003206,Q14213
ENSG00000143119,CD53,Q61451,ENSMUSG00000040747,P19397
ENSG00000170965,PLAC1,Q9JI83,ENSMUSG00000061082,Q9HBJ0
ENSG00000018625,ATP1A2,Q6PIE5,ENSMUSG00000007097,P50993
ENSG00000129474,AJUBA,Q91XC0,ENSMUSG00000022178,Q96IF1
ENSG00000171714,ANO5,Q75UR0,ENSMUSG00000055489,Q75V66
ENSG00000050767,COL23A1,Q8K4G2,ENSMUSG00000063564,Q86Y22
ENSG00000214042,IFNA7,Q80SU4,,P01567
ENSG00000134013,LOXL2,P58022,ENSMUSG00000034205,Q9Y4K0
ENSG00000103310,ZP2,P20239,ENSMUSG00000030911,Q05996
ENSG00000103310,ZP2,P20239,ENSMUSG00000030911,Q05996
ENSG00000162267,ITIH3,Q61704,ENSMUSG00000006522,Q06033
ENSG00000143434,SEMA6C,Q9WTM3,ENSMUSG00000038777,Q9H3T2
ENSG00000197410,DCHS2,,ENSMUSG00000102692,Q6V1P9
ENSG00000101074,R3HDML,A2A5I3,ENSMUSG00000078949,Q9H3Y0
ENSG00000263761,GDF2,Q9WV56,ENSMUSG00000072625,Q9UK05
ENSG00000112038,OPRM1,P42866,ENSMUSG00000000766,P35372
ENSG00000164082,GRM2,Q14BI2,ENSMUSG00000023192,Q14416
ENSG00000124159,MATN4,,ENSMUSG00000016995,O95460
ENSG00000004809,SLC22A16,Q497L8,ENSMUSG00000019834,Q86VW1
ENSG00000103888,CEMIP,Q8BI06,ENSMUSG00000052353,Q8WUJ3
ENSG00000103888,CEMIP,Q8BI06,ENSMUSG00000052353,Q8WUJ3
ENSG00000142166,IFNAR1,P33896,ENSMUSG00000022967,P17181
ENSG00000185885,IFITM1,Q9D103,ENSMUSG00000025491,P13164
ENSG00000185885,IFITM1,Q9CQW9,ENSMUSG00000025492,P13164
ENSG00000185885,IFITM1,Q99J93,ENSMUSG00000060591,P13164
ENSG00000185885,IFITM1,,ENSMUSG00000065968,P13164
ENSG00000185885,IFITM1,,ENSMUSG00000068631,P13164
ENSG00000169618,PROKR1,Q9JKL1,ENSMUSG00000049409,Q8TCW9
ENSG00000130768,SMPDL3B,P58242,ENSMUSG00000028885,Q92485
ENSG00000130768,SMPDL3B,P58242,ENSMUSG00000028885,Q92485
ENSG00000205810,KLRC3,,ENSMUSG00000030167,Q07444
ENSG00000205810,KLRC3,,ENSMUSG00000033027,Q07444
ENSG00000205810,KLRC3,,ENSMUSG00000052736,Q07444
ENSG00000162687,KCNT2,,ENSMUSG00000052726,Q6UVM3
ENSG00000156218,ADAMTSL3,,ENSMUSG00000070469,P82987
ENSG00000197646,PDCD1LG2,Q9WUL5,ENSMUSG00000016498,Q9BQ51
ENSG00000197646,PDCD1LG2,Q9WUL5,ENSMUSG00000016498,Q9BQ51
ENSG00000163285,GABRG1,Q9R0Y8,ENSMUSG00000001260,Q8N1C3
ENSG00000186907,RTN4RL2,Q7M6Z0,ENSMUSG00000050896,Q86UN3
ENSG00000137496,IL18BP,Q9Z0M9,ENSMUSG00000070427,O95998
ENSG00000176040,TMPRSS7,Q8BIK6,ENSMUSG00000033177,Q7RTY8
ENSG00000110876,SELPLG,,ENSMUSG00000048163,Q14242
ENSG00000177575,CD163,Q2VLH6,ENSMUSG00000008845,Q86VB7
ENSG00000177575,CD163,Q2VLH6,ENSMUSG00000008845,Q86VB7
ENSG00000165973,NELL1,Q2VWQ2,ENSMUSG00000055409,Q92832
ENSG00000117385,P3H1,Q3V1T4,ENSMUSG00000028641,Q32P28
ENSG00000124469,CEACAM8,Q925P2,ENSMUSG00000054385,P31997
ENSG00000124469,CEACAM8,P31809,ENSMUSG00000074272,P31997
ENSG00000134363,FST,,ENSMUSG00000021765,P19883
ENSG00000157193,LRP8,Q924X6,ENSMUSG00000028613,Q14114
ENSG00000157193,LRP8,Q924X6,ENSMUSG00000028613,Q14114
ENSG00000149534,MS4A2,P20490,ENSMUSG00000024680,Q01362
ENSG00000185070,FLRT2,Q8BLU0,ENSMUSG00000047414,O43155
ENSG00000185070,FLRT2,Q8BLU0,ENSMUSG00000047414,O43155
ENSG00000189377,CXCL17,Q5UW37,ENSMUSG00000060188,Q6UXB2
ENSG00000007202,KIAA0100,Q5SYL3,ENSMUSG00000010277,Q14667
ENSG00000100739,BDKRB1,Q61125,ENSMUSG00000041347,P46663
ENSG00000167874,TMEM88,Q9D0N8,ENSMUSG00000045377,Q6PEY1
ENSG00000131507,NDFIP1,Q8R0W6,ENSMUSG00000024425,Q9BT67
ENSG00000157211,CDCP2,Q8BQH6,ENSMUSG00000047636,Q5VXM1
ENSG00000143786,CNIH3,Q6ZWS4,ENSMUSG00000026514,Q8TBE1
ENSG00000173376,NDNF,Q8C119,ENSMUSG00000049001,Q8TB73
ENSG00000234776,C11orf94,Q8CF31,ENSMUSG00000044916,C9JXX5
ENSG00000079385,CEACAM1,Q925P2,ENSMUSG00000054385,P13688
ENSG00000079385,CEACAM1,P31809,ENSMUSG00000074272,P13688
ENSG00000079385,CEACAM1,Q925P2,ENSMUSG00000054385,P13688
ENSG00000079385,CEACAM1,P31809,ENSMUSG00000074272,P13688
ENSG00000197696,NMB,Q9CR53,ENSMUSG00000025723,P08949
ENSG00000171840,NINJ2,Q9JL89,ENSMUSG00000041377,Q9NZG7
ENSG00000262209,PCDHGB3,,,Q9Y5G1
ENSG00000171517,LPAR3,Q9EQ31,ENSMUSG00000036832,Q9UBY5
ENSG00000124557,BTN1A1,Q62556,ENSMUSG00000000706,Q13410
ENSG00000124557,BTN1A1,Q62556,ENSMUSG00000000706,Q13410
ENSG00000169550,MUC15,Q8C6Z1,ENSMUSG00000050808,Q8N387
ENSG00000169550,MUC15,Q8C6Z1,ENSMUSG00000050808,Q8N387
ENSG00000172209,GPR22,Q8BZL4,ENSMUSG00000044067,Q99680
ENSG00000183166,CALN1,Q9JJG7,ENSMUSG00000060371,Q9BXU9
ENSG00000136698,CFC1,P97766,ENSMUSG00000026124,P0CG37
ENSG00000136698,CFC1,P97766,ENSMUSG00000026124,P0CG37
ENSG00000153802,TMPRSS11D,Q8VHK8,ENSMUSG00000061259,O60235
ENSG00000153802,TMPRSS11D,Q8VHK8,ENSMUSG00000061259,O60235
ENSG00000143367,TUFT1,O08970,ENSMUSG00000005968,Q9NNX1
ENSG00000103496,STX4,P70452,ENSMUSG00000030805,Q12846
ENSG00000074855,ANO8,Q6PB70,ENSMUSG00000034863,Q9HCE9
ENSG00000182704,TSKU,Q8CBR6,ENSMUSG00000049580,Q8WUA8
ENSG00000069431,ABCC9,P70170,ENSMUSG00000030249,O60706
ENSG00000132824,SERINC3,Q9QZI9,ENSMUSG00000017707,Q13530
ENSG00000178172,SPINK6,Q8BT20,ENSMUSG00000055095,Q6UWN8
ENSG00000091129,NRCAM,Q810U4,ENSMUSG00000020598,Q92823
ENSG00000091129,NRCAM,Q810U4,ENSMUSG00000020598,Q92823
ENSG00000134812,GIF,P52787,ENSMUSG00000024682,P27352
ENSG00000101294,HM13,Q9D8V0,ENSMUSG00000019188,Q8TCT9
ENSG00000162694,EXTL2,Q9ES89,ENSMUSG00000027963,Q9UBQ6
ENSG00000163501,IHH,P97812,ENSMUSG00000006538,Q14623
ENSG00000163501,IHH,P97812,ENSMUSG00000006538,Q14623
ENSG00000142798,HSPG2,,ENSMUSG00000028763,P98160
ENSG00000099866,MADCAM1,,ENSMUSG00000020310,Q13477
