human_uniprot,human_ENSEMBL,human_gene_name,mouse_uniprot,mouse_ENSEMBL,mouse_gene_name,transmembrane,secretion,peripheral
P20333,ENSG00000028137,TNFRSF1B TNFBR TNFR2,P25119,ENSMUSG00000028599,Tnfrsf1b,0,1,0
Q93038,ENSG00000215788,TNFRSF25 APO3 DDR3 DR3 TNFRSF12 WSL WSL1 UNQ455/PRO779,NA,ENSMUSG00000024793,NA,0,1,0
O95407,ENSG00000243509,TNFRSF6B DCR3 TR6 UNQ186/PRO212,NA,NA,NA,0,1,0
Q9UQP3,ENSG00000120332,TNN,Q80Z71,ENSMUSG00000026725,Tnn,0,1,0
Q92752,ENSG00000116147,TNR,Q8BYI9,ENSMUSG00000015829,Tnr,0,1,0
P22105,ENSG00000236236,TNXB HXBL TNX TNXB1 TNXB2 XB,NA,NA,NA,0,1,0
Q15661,ENSG00000172236,TPSAB1 TPS1 TPS2 TPSB1,NA,ENSMUSG00000033825,NA,0,1,0
P20231,ENSG00000197253,TPSB2 TPS2,NA,ENSMUSG00000033825,NA,0,1,0
Q9BZJ3,ENSG00000095917,TPSD1,NA,ENSMUSG00000033825,NA,0,1,0
Q9NP99,ENSG00000124731,TREM1,Q9JKE2,ENSMUSG00000042265,Trem1,0,1,0
Q9NZC2,ENSG00000095970,TREM2,Q99NH8,ENSMUSG00000023992,Trem2,0,1,0
Q6UXN2,ENSG00000188056,TREML4 TLT4 UNQ9425/PRO34675,Q3LRV9,ENSMUSG00000051682,Treml4,0,1,0
Q8WUA8,ENSG00000182704,TSKU E2IG4 LRRC54 TSK UNQ850/PRO1788,Q8CBR6,ENSMUSG00000049580,Tsku,0,1,0
Q8WU66,ENSG00000175894,TSPEAR C21orf29,J3S6Y1,ENSMUSG00000069581,Tspear,0,1,0
P50607,ENSG00000166402,TUB,P50586,ENSMUSG00000031028,Tub,0,1,0
Q9NNX1,ENSG00000143367,TUFT1,O08970,ENSMUSG00000005968,Tuft1,0,1,0
O00294,ENSG00000112041,TULP1 TUBL1,Q9Z273,ENSMUSG00000037446,Tulp1,0,1,0
O00295,ENSG00000104804,TULP2 TUBL2,P46686,ENSMUSG00000023467,Tulp2,0,1,0
O00295,ENSG00000104804,TULP2 TUBL2,NA,ENSMUSG00000108951,NA,0,1,0
O00295,ENSG00000104804,TULP2 TUBL2,NA,ENSMUSG00000109120,NA,0,1,0
O00295,ENSG00000104804,TULP2 TUBL2,NA,ENSMUSG00000109474,NA,0,1,0
O75386,ENSG00000078246,TULP3 TUBL3,O88413,ENSMUSG00000001521,Tulp3,0,1,0
Q9GZX9,ENSG00000128791,TWSG1 TSG PSEC0250,Q9EP52,ENSMUSG00000024098,Twsg1,0,1,0
P10599,ENSG00000136810,TXN TRDX TRX TRX1,P10639,ENSMUSG00000028367,Txn1,0,1,0
Q9P2K2,ENSG00000087301,TXNDC16 ERP90 KIAA1344,Q7TN22,ENSMUSG00000021830,Txndc16,0,1,0
Q8WVF2,ENSG00000165623,UCMA C10orf49,Q14BU0,ENSMUSG00000026668,Ucma,0,1,0
Q9BZM5,ENSG00000131015,ULBP2 N2DL2 RAET1H UNQ463/PRO791,NA,NA,NA,0,1,0
P07911,ENSG00000169344,UMOD,Q91X17,ENSMUSG00000030963,Umod,0,1,0
Q6UXV3,ENSG00000278881,UNQ6126/PRO20091,NA,NA,NA,0,1,0
O75445,ENSG00000042781,USH2A,Q2QI47,ENSMUSG00000026609,Ush2a,0,1,0
Q7L8A9,ENSG00000071246,VASH1 KIAA1036 VASH,Q8C1W1,ENSMUSG00000021256,Vash1,0,1,0
Q86V25,ENSG00000143494,VASH2 VASHL,Q8C5G2,ENSMUSG00000037568,Vash2,0,1,0
Q6EMK4,ENSG00000274334,VASN SLITL2 UNQ314/PRO357/PRO1282,NA,NA,NA,0,1,0
P13611,ENSG00000038427,VCAN CSPG2,NA,ENSMUSG00000021614,NA,0,1,0
Q6UXI7,ENSG00000205221,VIT UNQ647/PRO1277,Q8VHI5,ENSMUSG00000024076,Vit,0,1,0
Q7Z5L0,ENSG00000182853,VMO1 UNQ6350/PRO21055,Q5SXG7,ENSMUSG00000020830,Vmo1,0,1,0
Q8TAG5,ENSG00000170419,VSTM2A VSTM2,Q8R0A6,ENSMUSG00000048834,Vstm2a,0,1,0
Q8IW00,ENSG00000165633,VSTM4 C10orf72,T1NXB5,ENSMUSG00000050666,Vstm4,0,1,0
P04004,ENSG00000109072,VTN,P29788,ENSMUSG00000017344,Vtn,0,1,0
Q6PCB0,ENSG00000179403,VWA1,Q8R2Z5,ENSMUSG00000042116,Vwa1,0,1,0
Q5GFL6,ENSG00000165816,VWA2 AMACO,Q70UZ7,ENSMUSG00000025082,Vwa2,0,1,0
A6NCI4,ENSG00000175267,VWA3A,Q3UVV9,ENSMUSG00000030889,Vwa3a,0,1,0
Q5TIE3,ENSG00000158816,VWA5B1,A9Z1V5,ENSMUSG00000028753,Vwa5b1,0,1,0
Q9Y334,ENSG00000230048,VWA7 C6orf27 G7C NG37,NA,NA,NA,0,1,0
A3KMH1,ENSG00000102763,VWA8 KIAA0564,Q8CC88,ENSMUSG00000058997,Vwa8,0,1,0
Q2TAL6,ENSG00000188730,VWC2 UNQ739/PRO1434,Q8C8N3,ENSMUSG00000050830,Vwc2,0,1,0
B2RUY7,ENSG00000174453,VWC2L,Q505H4,ENSMUSG00000045648,Vwc2l,0,1,0
Q96DN2,ENSG00000167992,VWCE URG11,Q3U515,ENSMUSG00000043789,Vwce,0,1,0
Q8N2E2,ENSG00000146530,VWDE,Q6DFV8,ENSMUSG00000079679,Vwde,0,1,0
P04275,ENSG00000110799,VWF F8VWF,NA,ENSMUSG00000001930,NA,0,1,0
Q9HC57,ENSG00000103175,WFDC1 PS20,Q9ESH5,ENSMUSG00000023336,Wfdc1,0,1,0
Q9H1F0,ENSG00000180305,WFDC10A C20orf146 WAP10,NA,ENSMUSG00000070529,NA,0,1,0
Q8IUB3,ENSG00000182931,WFDC10B WAP12,NA,NA,NA,0,1,0
Q8NEX6,ENSG00000180083,WFDC11 WAP11,A2A5H7,ENSMUSG00000078940,Wfdc11,0,1,0
Q8WWY7,ENSG00000168703,WFDC12 C20orf122 WAP2 UNQ544/PRO844,Q9JHY3,ENSMUSG00000042845,Wfdc12,0,1,0
Q8IUB5,ENSG00000168634,WFDC13 C20orf138 WAP13,Q5DQQ6,ENSMUSG00000067704,Wfdc13,0,1,0
Q14508,ENSG00000101443,WFDC2 HE4 WAP5,Q9DAU7,ENSMUSG00000017723,Wfdc2,0,1,0
Q8IUB2,ENSG00000124116,WFDC3 WAP14,Q14AE4,ENSMUSG00000076434,Wfdc3,0,1,0
Q8TCV5,ENSG00000175121,WFDC5 PRG5 WAP1 UNQ3036/PRO9842,NA,ENSMUSG00000040154,NA,0,1,0
Q9BQY6,ENSG00000243543,WFDC6 C20orf171 WAP6,F6ULY1,ENSMUSG00000070531,Wfdc6b,0,1,0
Q9BQY6,ENSG00000243543,WFDC6 C20orf171 WAP6,Q3UW55,ENSMUSG00000074595,Wfdc6a,0,1,0
Q8IUA0,ENSG00000158901,WFDC8 C20orf170 WAP8,Q4KUS1,ENSMUSG00000070533,Wfdc8,0,1,0
Q8NEX5,ENSG00000180205,WFDC9 WAP9,Q3UW41,ENSMUSG00000074594,Wfdc9,0,1,0
Q96NZ8,ENSG00000127578,WFIKKN1 C16orf12 GASP2 WFIKKN PSEC0040,Q8R0S6,ENSMUSG00000071192,Wfikkn1,0,1,0
Q8TEU8,ENSG00000173714,WFIKKN2 GASP1 WFIKKNRP UNQ9235/PRO31996,Q7TQN3,ENSMUSG00000044177,Wfikkn2,0,1,0
Q9Y5W5,ENSG00000156076,WIF1 UNQ191/PRO217,Q9WUA1,ENSMUSG00000020218,Wif1,0,1,0
O95388,ENSG00000104415,WISP1 CCN4,O54775,ENSMUSG00000005124,Wisp1,0,1,0
O76076,ENSG00000064205,WISP2 CCN5 CT58 CTGFL UNQ228/PRO261,NA,ENSMUSG00000027656,NA,0,1,0
P04628,ENSG00000125084,WNT1 INT1,P04426,ENSMUSG00000022997,Wnt1,0,1,0
Q9GZT5,ENSG00000135925,WNT10A,P70701,ENSMUSG00000026167,Wnt10a,0,1,0
O00744,ENSG00000169884,WNT10B WNT12,P48614,ENSMUSG00000022996,Wnt10b,0,1,0
O96014,ENSG00000085741,WNT11,P48615,ENSMUSG00000015957,Wnt11,0,1,0
Q9UBV4,ENSG00000002745,WNT16,Q9QYS1,ENSMUSG00000029671,Wnt16,0,1,0
P09544,ENSG00000105989,WNT2 INT1L1 IRP,P21552,ENSMUSG00000010797,Wnt2,0,1,0
Q93097,ENSG00000134245,WNT2B WNT13,O70283,ENSMUSG00000027840,Wnt2b,0,1,0
P56703,ENSG00000277641,WNT3 INT4,NA,NA,NA,0,1,0
P56704,ENSG00000154342,WNT3A,P27467,ENSMUSG00000009900,Wnt3a,0,1,0
P56705,ENSG00000162552,WNT4 UNQ426/PRO864,P22724,ENSMUSG00000036856,Wnt4,0,1,0
P41221,ENSG00000114251,WNT5A,P22725,ENSMUSG00000021994,Wnt5a,0,1,0
Q9H1J7,ENSG00000111186,WNT5B,P22726,ENSMUSG00000030170,Wnt5b,0,1,0
Q9Y6F9,ENSG00000115596,WNT6,P22727,ENSMUSG00000033227,Wnt6,0,1,0
O00755,ENSG00000154764,WNT7A,P24383,ENSMUSG00000030093,Wnt7a,0,1,0
P56706,ENSG00000188064,WNT7B,P28047,ENSMUSG00000022382,Wnt7b,0,1,0
Q9H1J5,ENSG00000061492,WNT8A WNT8D,Q64527,ENSMUSG00000012282,Wnt8a,0,1,0
Q93098,ENSG00000075290,WNT8B,NA,ENSMUSG00000036961,NA,0,1,0
O14904,ENSG00000143816,WNT9A WNT14,Q8R5M2,ENSMUSG00000000126,Wnt9a,0,1,0
O14905,ENSG00000276799,WNT9B WNT14B WNT15 UNQ6973/PRO21956,NA,NA,NA,0,1,0
P47989,ENSG00000158125,XDH XDHA,Q00519,ENSMUSG00000024066,Xdh,0,1,0
Q86Y38,ENSG00000103489,XYLT1 XT1,NA,ENSMUSG00000030657,NA,0,1,0
P67809,ENSG00000065978,YBX1 NSEP1 YB1,NA,NA,NA,0,1,0
O60844,ENSG00000174992,ZG16,Q8K0C5,ENSMUSG00000049350,Zg16,0,1,0
Q96DA0,ENSG00000162078,ZG16B UNQ773/PRO1567,NA,ENSMUSG00000024125,NA,0,1,0
Q96DA0,ENSG00000162078,ZG16B UNQ773/PRO1567,P15501,ENSMUSG00000024128,Sbp,0,1,0
P60852,ENSG00000149506,ZP1,Q62005,ENSMUSG00000024734,Zp1,0,1,0
Q05996,ENSG00000103310,ZP2 ZPA,P20239,ENSMUSG00000030911,Zp2,0,1,0
P21754,ENSG00000188372,ZP3 ZP3A ZP3B ZPC,P10761,ENSMUSG00000004948,Zp3,0,1,0
Q12836,ENSG00000116996,ZP4 ZPB,NA,NA,NA,0,1,0
Q9BS86,ENSG00000042813,ZPBP ZPBP1,NA,ENSMUSG00000020193,NA,0,1,0
Q6X784,ENSG00000186075,ZPBP2 ZPBPL,Q6X786,ENSMUSG00000017195,Zpbp2,0,1,0
O60706,ENSG00000069431,ABCC9,P70170,ENSMUSG00000030249,Abcc9,1,0,0
Q9H222,ENSG00000138075,ABCG5,Q99PE8,ENSMUSG00000040505,Abcg5,1,0,0
Q9H221,ENSG00000143921,ABCG8,Q9DBM0,ENSMUSG00000024254,Abcg8,1,0,0
Q16570,ENSG00000213088,ACKR1,NA,ENSMUSG00000037872,NA,1,0,0
Q04771,ENSG00000115170,ACVR1,P37172,ENSMUSG00000026836,Acvr1,1,0,0
Q8NER5,ENSG00000123612,ACVR1C,Q8K348,ENSMUSG00000026834,Acvr1c,1,0,0
P27037,ENSG00000121989,ACVR2A,P27038,ENSMUSG00000052155,Acvr2a,1,0,0
Q13444,ENSG00000143537,ADAM15,O88839,ENSMUSG00000028041,Adam15,1,0,0
Q99965,ENSG00000276286,ADAM2,NA,NA,NA,1,0,0
Q9P0K1,ENSG00000008277,ADAM22,Q9R1V6,ENSMUSG00000040537,Adam22,1,0,0
Q86SQ6,ENSG00000197177,ADGRA1,Q8C4G9,ENSMUSG00000025475,Adgra1,1,0,0
Q8IWK6,ENSG00000152990,ADGRA3,Q7TT36,ENSMUSG00000029090,Adgra3,1,0,0
Q7Z7M1,ENSG00000180264,ADGRD2,NA,NA,NA,1,0,0
Q8IZF7,ENSG00000164393,ADGRF2,E9Q4J9,ENSMUSG00000057899,Adgrf2,1,0,0
Q8IZF5,ENSG00000173567,ADGRF3,Q58Y75,ENSMUSG00000067642,Adgrf3,1,0,0
Q8IZF3,ENSG00000153294,ADGRF4,NA,ENSMUSG00000023918,NA,1,0,0
Q8IZF6,ENSG00000156920,ADGRG4,NA,NA,NA,1,0,0
Q96K78,ENSG00000144820,ADGRG7,Q8BM96,ENSMUSG00000022755,Adgrg7,1,0,0
O95490,ENSG00000117114,ADGRL2,Q8JZZ7,ENSMUSG00000028184,Adgrl2,1,0,0
Q9UKV5,ENSG00000159461,AMFR,Q9R049,ENSMUSG00000031751,Amfr,1,0,0
Q16671,ENSG00000135409,AMHR2,Q8K592,ENSMUSG00000023047,Amhr2,1,0,0
Q86WK7,ENSG00000176020,AMIGO3,Q8C2S7,ENSMUSG00000032593,Amigo3,1,0,0
P05067,ENSG00000142192,APP,P12023,ENSMUSG00000022892,App,1,0,0
P07306,ENSG00000141505,ASGR1,P49300,ENSMUSG00000000318,Clec10a,1,0,0
P07306,ENSG00000141505,ASGR1,P34927,ENSMUSG00000020884,Asgr1,1,0,0
P07306,ENSG00000141505,ASGR1,NA,ENSMUSG00000040950,NA,1,0,0
P07307,ENSG00000161944,ASGR2,P24721,ENSMUSG00000040963,Asgr2,1,0,0
P54707,ENSG00000075673,ATP12A,Q9Z1W8,ENSMUSG00000022229,Atp12a,1,0,0
O75787,ENSG00000182220,ATP6AP2,Q9CYN9,ENSMUSG00000031007,Atp6ap2,1,0,0
P25311,ENSG00000160862,AZGP1 ZAG ZNGP1,Q64726,ENSMUSG00000037053,Azgp1,1,0,0
P61769,ENSG00000166710,B2M,P01887,ENSMUSG00000060802,B2m,1,0,0
P50895,ENSG00000187244,BCAM,Q9R069,ENSMUSG00000002980,Bcam,1,0,0
P36894,ENSG00000107779,BMPR1A,P36895,ENSMUSG00000021796,Bmpr1a,1,0,0
Q7Z6A9,ENSG00000186265,BTLA,NA,ENSMUSG00000052013,NA,1,0,0
Q13410,ENSG00000124557,BTN1A1,Q62556,ENSMUSG00000000706,Btn1a1,1,0,0
Q7KYR7,ENSG00000112763,BTN2A1,A4QPC6,ENSMUSG00000053216,Btn2a2,1,0,0
Q8WVV5,ENSG00000124508,BTN2A2,A4QPC6,ENSMUSG00000053216,Btn2a2,1,0,0
Q9UIR0,ENSG00000226127,BTNL2,NA,NA,NA,1,0,0
Q6UXE8,ENSG00000168903,BTNL3,NA,NA,NA,1,0,0
Q6UX41,ENSG00000113303,BTNL8,NA,NA,NA,1,0,0
Q6UXG8,ENSG00000165810,BTNL9,Q8BJE2,ENSMUSG00000040283,Btnl9,1,0,0
Q8NFZ8,ENSG00000105767,CADM4,Q8R464,ENSMUSG00000054793,Cadm4,1,0,0
Q93033,ENSG00000134256,CD101,A8E0Y8,ENSMUSG00000086564,Cd101,1,0,0
P48509,ENSG00000177697,CD151,O35566,ENSMUSG00000025510,Cd151,1,0,0
Q6UWJ8,ENSG00000174950,CD164L2,Q9D6W7,ENSMUSG00000028865,Cd164l2,1,0,0
P15391,ENSG00000177455,CD19,P25918,ENSMUSG00000030724,Cd19,1,0,0
P15812,ENSG00000158488,CD1E,NA,NA,NA,1,0,0
Q6Q8B3,ENSG00000206531,CD200R1L,Q9ES57,ENSMUSG00000022667,Cd200r1,1,0,0
Q6Q8B3,ENSG00000206531,CD200R1L,Q5UKY4,ENSMUSG00000036172,Cd200r3,1,0,0
Q6Q8B3,ENSG00000206531,CD200R1L,Q6XJV4,ENSMUSG00000062082,Cd200r4,1,0,0
Q6Q8B3,ENSG00000206531,CD200R1L,Q6XJV6,ENSMUSG00000090176,Cd200r2,1,0,0
Q9UJ71,ENSG00000116031,CD207,Q8VBX4,ENSMUSG00000034783,Cd207,1,0,0
P20963,ENSG00000198821,CD247,P24161,ENSMUSG00000005763,Cd247,1,0,0
P26842,ENSG00000139193,CD27,P41272,ENSMUSG00000030336,Cd27,1,0,0
Q5ZPR3,ENSG00000103855,CD276,Q8VE98,ENSMUSG00000035914,Cd276,1,0,0
P10747,ENSG00000178562,CD28,P31041,ENSMUSG00000026012,Cd28,1,0,0
Q8IX05,ENSG00000241399,CD302,Q9DCG2,ENSMUSG00000060703,Cd302,1,0,0
Q9NPF0,ENSG00000167775,CD320,Q9Z1P5,ENSMUSG00000002308,Cd320,1,0,0
P28906,ENSG00000174059,CD34,Q64314,ENSMUSG00000016494,Cd34,1,0,0
P28907,ENSG00000004468,CD38,P56528,ENSMUSG00000029084,Cd38,1,0,0
P04234,ENSG00000167286,CD3D,P04235,ENSMUSG00000032094,Cd3d,1,0,0
P09693,ENSG00000160654,CD3G,P11942,ENSMUSG00000002033,Cd3g,1,0,0
P15529,ENSG00000117335,CD46,O88174,ENSMUSG00000016493,Cd46,1,0,0
P09564,ENSG00000173762,CD7,P50283,ENSMUSG00000025163,Cd7,1,0,0
P33681,ENSG00000121594,CD80,Q00609,ENSMUSG00000075122,Cd80,1,0,0
P60033,ENSG00000110651,CD81,P35762,ENSMUSG00000037706,Cd81,1,0,0
P27701,ENSG00000085117,CD82,P40237,ENSMUSG00000027215,Cd82,1,0,0
Q9NPY3,ENSG00000125810,CD93,O89103,ENSMUSG00000027435,Cd93,1,0,0
Q9NPY3,ENSG00000125810,CD93,O89103,ENSMUSG00000027435,Cd93,1,0,0
P14209,ENSG00000002586,CD99,NA,NA,NA,1,0,0
A6H8M9,ENSG00000187492,CDHR4,NA,ENSMUSG00000032595,NA,1,0,0
Q9UBR5,ENSG00000217555,CKLF,Q9DAS1,ENSMUSG00000054400,Cklf,1,0,0
Q8IUN9,ENSG00000132514,CLEC10A,NA,NA,NA,1,0,0
Q86T13,ENSG00000176435,CLEC14A,Q8VCP9,ENSMUSG00000045930,Clec14a,1,0,0
Q6ZS10,ENSG00000187912,CLEC17A,NA,NA,NA,1,0,0
Q8NC01,ENSG00000150048,CLEC1A,Q8BWY2,ENSMUSG00000033082,Clec1a,1,0,0
Q9P126,ENSG00000165682,CLEC1B,Q9JL99,ENSMUSG00000030159,Clec1b,1,0,0
Q92478,ENSG00000110852,CLEC2B,NA,NA,NA,1,0,0
P0C7M8,ENSG00000236279,CLEC2L,P0C7M9,ENSMUSG00000079598,Clec2l,1,0,0
Q9UMR7,ENSG00000111729,CLEC4A,NA,ENSMUSG00000030147,NA,1,0,0
Q9UMR7,ENSG00000111729,CLEC4A,Q9QZ15,ENSMUSG00000030148,Clec4a2,1,0,0
Q9UMR7,ENSG00000111729,CLEC4A,NA,ENSMUSG00000043832,NA,1,0,0
Q9UMR7,ENSG00000111729,CLEC4A,NA,ENSMUSG00000049037,NA,1,0,0
Q9UMR7,ENSG00000111729,CLEC4A,NA,ENSMUSG00000059639,NA,1,0,0
Q9UMR7,ENSG00000111729,CLEC4A,NA,ENSMUSG00000067767,NA,1,0,0
Q8WTT0,ENSG00000198178,CLEC4C,NA,NA,NA,1,0,0
Q8WXI8,ENSG00000166527,CLEC4D,Q9Z2H6,ENSMUSG00000030144,Clec4d,1,0,0
Q9ULY5,ENSG00000166523,CLEC4E,Q9R0Q8,ENSMUSG00000030142,Clec4e,1,0,0
Q8N1N0,ENSG00000152672,CLEC4F,NA,ENSMUSG00000014542,NA,1,0,0
Q6EIG7,ENSG00000205846,CLEC6A,Q9JKF4,ENSMUSG00000023349,Clec4n,1,0,0
Q6UXN8,ENSG00000197992,CLEC9A,Q8BRU4,ENSMUSG00000046080,Clec9a,1,0,0
P78357,ENSG00000108797,CNTNAP1,O54991,ENSMUSG00000017167,Cntnap1,1,0,0
Q9UHC6,ENSG00000278728,CNTNAP2,NA,NA,NA,1,0,0
Q96NU0,ENSG00000154529,CNTNAP3B,NA,ENSMUSG00000033063,NA,1,0,0
Q8WYK1,ENSG00000155052,CNTNAP5,Q0V8T7,ENSMUSG00000038048,Cntnap5c,1,0,0
Q8WYK1,ENSG00000155052,CNTNAP5,Q0V8T8,ENSMUSG00000067028,Cntnap5b,1,0,0
Q8WYK1,ENSG00000155052,CNTNAP5,Q0V8T9,ENSMUSG00000070695,Cntnap5a,1,0,0
Q5KU26,ENSG00000158270,COLEC12,Q8K4Q8,ENSMUSG00000036103,Colec12,1,0,0
P17927,ENSG00000203710,CR1,NA,NA,NA,1,0,0
P20023,ENSG00000117322,CR2,NA,ENSMUSG00000026616,NA,1,0,0
O75462,ENSG00000006016,CRLF1,Q9JM58,ENSMUSG00000007888,Crlf1,1,0,0
O95727,ENSG00000109943,CRTAM,NA,ENSMUSG00000032021,NA,1,0,0
P32927,ENSG00000100368,CSF2RB,P26955,ENSMUSG00000071713,Csf2rb,1,0,0
P32927,ENSG00000100368,CSF2RB,P26954,ENSMUSG00000071714,Csf2rb2,1,0,0
Q86UP6,ENSG00000138161,CUZD1,NA,ENSMUSG00000040205,NA,1,0,0
P43146,ENSG00000187323,DCC,P70211,ENSMUSG00000060534,Dcc,1,0,0
Q6V1P9,ENSG00000197410,DCHS2,NA,ENSMUSG00000102692,NA,1,0,0
Q5T197,ENSG00000163357,DCST1,Q059Y8,ENSMUSG00000042672,Dcst1,1,0,0
Q5T1A1,ENSG00000163354,DCST2,NA,ENSMUSG00000109293,NA,1,0,0
P98153,ENSG00000070413,DGCR2,NA,ENSMUSG00000003166,NA,1,0,0
P98153,ENSG00000070413,DGCR2,NA,ENSMUSG00000092470,NA,1,0,0
Q6Y2X3,ENSG00000135392,DNAJC14,Q921R4,ENSMUSG00000025354,Dnajc14,1,0,0
Q1HG43,ENSG00000140254,DUOXA1,Q8VE49,ENSMUSG00000027224,Duoxa1,1,0,0
Q9HAV5,ENSG00000131080,EDA2R,Q8BX35,ENSMUSG00000034457,Eda2r,1,0,0
Q9UNE0,ENSG00000135960,EDAR,Q9R187,ENSMUSG00000003227,Edar,1,0,0
P52799,ENSG00000125266,EFNB2,P52800,ENSMUSG00000001300,Efnb2,1,0,0
Q15768,ENSG00000108947,EFNB3,O35393,ENSMUSG00000003934,Efnb3,1,0,0
P17813,ENSG00000106991,ENG,Q63961,ENSMUSG00000026814,Eng,1,0,0
A6NFU0,ENSG00000214447,FAM187A,Q9D9P2,ENSMUSG00000020930,Ccdc103,1,0,0
Q8TDW7,ENSG00000165323,FAT3,NA,ENSMUSG00000074505,NA,1,0,0
Q6V0I7,ENSG00000196159,FAT4,Q2PZL6,ENSMUSG00000046743,Fat4,1,0,0
Q8N441,ENSG00000127418,FGFRL1,Q91V87,ENSMUSG00000008090,Fgfrl1,1,0,0
P36888,ENSG00000122025,FLT3,NA,ENSMUSG00000042817,NA,1,0,0
Q6UXV0,ENSG00000187871,GFRAL,Q6SJE0,ENSMUSG00000059383,Gfral,1,0,0
P07359,ENSG00000185245,GP1BA,O35930,ENSMUSG00000050675,Gp1ba,1,0,0
P13224,ENSG00000203618,GP1BB,P56400,ENSMUSG00000050761,Gp1bb,1,0,0
P40197,ENSG00000178732,GP5,NA,ENSMUSG00000047953,NA,1,0,0
P14770,ENSG00000169704,GP9,O88186,ENSMUSG00000030054,Gp9,1,0,0
Q99795,ENSG00000143167,GPA33,NA,ENSMUSG00000000544,NA,1,0,0
Q96D42,ENSG00000113249,HAVCR1,NA,ENSMUSG00000040405,NA,1,0,0
Q96D42,ENSG00000113249,HAVCR1,NA,ENSMUSG00000040413,NA,1,0,0
Q96D42,ENSG00000113249,HAVCR1,NA,ENSMUSG00000046974,NA,1,0,0
Q96D42,ENSG00000113249,HAVCR1,NA,ENSMUSG00000078924,NA,1,0,0
Q8TDQ0,ENSG00000135077,HAVCR2,Q8VIM0,ENSMUSG00000020399,Havcr2,1,0,0
Q9UBK5,ENSG00000126264,HCST,Q9QUJ0,ENSMUSG00000064109,Hcst,1,0,0
Q14CZ8,ENSG00000165478,HEPACAM,Q640R3,ENSMUSG00000046240,Hepacam,1,0,0
A8MVW5,ENSG00000188175,HEPACAM2,Q4VAH7,ENSMUSG00000044156,Hepacam2,1,0,0
Q9UM44,ENSG00000114455,HHLA2,NA,NA,NA,1,0,0
P05362,ENSG00000090339,ICAM1,P13597,ENSMUSG00000037405,Icam1,1,0,0
P13598,ENSG00000108622,ICAM2,P35330,ENSMUSG00000001029,Icam2,1,0,0
P32942,ENSG00000076662,ICAM3,NA,NA,NA,1,0,0
Q9UMF0,ENSG00000105376,ICAM5,Q60625,ENSMUSG00000032174,Icam5,1,0,0
O75144,ENSG00000160223,ICOSLG,Q9JHJ8,ENSMUSG00000000732,Icosl,1,0,0
Q96BM0,ENSG00000165948,IFI27L1,NA,NA,NA,1,0,0
P09912,ENSG00000126709,IFI6,NA,NA,NA,1,0,0
Q8IU57,ENSG00000185436,IFNLR1,Q8CGK5,ENSMUSG00000062157,Ifnlr1,1,0,0
Q8IVU1,ENSG00000174498,IGDCC3,Q8BQC3,ENSMUSG00000032394,Igdcc3,1,0,0
P11717,ENSG00000197081,IGF2R,Q07113,ENSMUSG00000023830,Igf2r,1,0,0
A1L1A6,ENSG00000216588,IGSF23,NA,ENSMUSG00000040498,NA,1,0,0
Q13651,ENSG00000110324,IL10RA,Q61727,ENSMUSG00000032089,Il10ra,1,0,0
Q08334,ENSG00000243646,IL10RB,NA,ENSMUSG00000022969,NA,1,0,0
Q08334,ENSG00000243646,IL10RB,NA,ENSMUSG00000093701,NA,1,0,0
Q14626,ENSG00000137070,IL11RA,P70225,ENSMUSG00000073876,Gm13305,1,0,0
Q14626,ENSG00000137070,IL11RA,Q64385,ENSMUSG00000073889,Il11ra1,1,0,0
Q14626,ENSG00000137070,IL11RA,P70225,ENSMUSG00000078735,Il11ra2,1,0,0
Q14626,ENSG00000137070,IL11RA,P70225,ENSMUSG00000095456,Il11ra2,1,0,0
Q14626,ENSG00000137070,IL11RA,P70225,ENSMUSG00000095623,Il11ra2,1,0,0
P42701,ENSG00000096996,IL12RB1,Q60837,ENSMUSG00000000791,Il12rb1,1,0,0
Q99665,ENSG00000081985,IL12RB2,P97378,ENSMUSG00000018341,Il12rb2,1,0,0
P78552,ENSG00000131724,IL13RA1,O09030,ENSMUSG00000017057,Il13ra1,1,0,0
Q14627,ENSG00000123496,IL13RA2,O88786,ENSMUSG00000031289,Il13ra2,1,0,0
Q13261,ENSG00000134470,IL15RA,Q60819,ENSMUSG00000023206,Il15ra,1,0,0
Q13478,ENSG00000115604,IL18R1,Q61098,ENSMUSG00000026070,Il18r1,1,0,0
O95256,ENSG00000115607,IL18RAP,Q9Z2B1,ENSMUSG00000026068,Il18rap,1,0,0
Q9NP60,ENSG00000189108,IL1RAPL2,Q9ERS6,ENSMUSG00000059203,Il1rapl2,1,0,0
Q9HB29,ENSG00000115598,IL1RL2,Q9ERS7,ENSMUSG00000070942,Il1rl2,1,0,0
Q9UHF4,ENSG00000016402,IL20RA,Q6PHB0,ENSMUSG00000020007,Il20ra,1,0,0
Q6UXL0,ENSG00000174564,IL20RB,NA,ENSMUSG00000044244,NA,1,0,0
Q9HBE5,ENSG00000103522,IL21R,Q9JHX3,ENSMUSG00000030745,Il21r,1,0,0
Q8N6P7,ENSG00000142677,IL22RA1,Q80XZ4,ENSMUSG00000037157,Il22ra1,1,0,0
Q6UWB1,ENSG00000104998,IL27RA,O70394,ENSMUSG00000005465,Il27ra,1,0,0
P01589,ENSG00000134460,IL2RA,P01590,ENSMUSG00000026770,Il2ra,1,0,0
