"","protein_uniprot","ensembl","gene_name"
"26548","Q9BYU5","ENSG00000261852","KRTAP2-1"
"26552","Q8WXA8","ENSG00000178084","HTR3C"
"26553","Q13322","ENSG00000106070","GRB10"
"26554","Q6DHV5","ENSG00000188649","CC2D2B"
"26555","P0DMW3","ENSG00000184785","SMIM10"
"26556","Q96HG1","ENSG00000184785","SMIM10"
"26557","Q8IWG1","ENSG00000162643","WDR63"
"26558","Q6UWT2","ENSG00000168913","ENHO"
"26559","P23109","ENSG00000116748","AMPD1"
"26560","Q9H8J5","ENSG00000111261","MANSC1"
"26561","Q9BZP6","ENSG00000134216","CHIA"
"26562","A6NH11","ENSG00000182327","GLTPD2"
"26563","P12980","ENSG00000104903","LYL1"
"26566","Q8N146","ENSG00000181761","OR8H3"
"26567","Q16533","ENSG00000023608","SNAPC1"
"26568","Q0VDI3","ENSG00000151881","TMEM267"
"26569","Q6EMK4","ENSG00000274334","VASN"
"26572","O94782","ENSG00000162607","USP1"
"26575","Q9NWQ4","ENSG00000089916","GPATCH2L"
"26578","P04054","ENSG00000170890","PLA2G1B"
"26580","Q92187","ENSG00000113532","ST8SIA4"
"26581","P14543","ENSG00000116962","NID1"
"26582","Q2NKX8","ENSG00000186871","ERCC6L"
"26584","Q9H346","ENSG00000181609","OR52D1"
"26587","O14604","ENSG00000154620","TMSB4Y"
"26588","Q8NGJ2","ENSG00000181616","OR52H1"
"26589","Q9Y2Z0","ENSG00000165416","SUGT1"
"26590","Q9UGF7","ENSG00000224487","OR12D3"
"26594","Q6NT32","ENSG00000159398","CES5A"
"26598","O75676","ENSG00000162302","RPS6KA4"
"26599","Q5VUD6","ENSG00000165716","FAM69B"
"26600","Q8N8D1","ENSG00000090470","PDCD7"
"26604","Q96N46","ENSG00000163728","TTC14"
"26605","P13765","ENSG00000239457","HLA-DOB"
"26606","P78413","ENSG00000113430","IRX4"
"26607","Q2NL82","ENSG00000167721","TSR1"
"26609","Q8N6F7","ENSG00000174500","GCSAM"
"26611","Q96JH7","ENSG00000175073","VCPIP1"
"26612","Q92786","ENSG00000117707","PROX1"
"26613","Q99941","ENSG00000234539","ATF6B"
"26614","Q9H0J4","ENSG00000129646","QRICH2"
"26615","A5D8V6","ENSG00000167987","VPS37C"
"26616","Q86WK6","ENSG00000181754","AMIGO1"
"26619","Q6ZRK6","ENSG00000186714","CCDC73"
"26621","Q13043","ENSG00000101109","STK4"
"26623","O15400","ENSG00000079950","STX7"
"26624","P18850","ENSG00000118217","ATF6"
"26625","Q9GZR1","ENSG00000112701","SENP6"
"26628","A8MU76","ENSG00000278499","RP11-457D20.2"
"26630","Q8NGG0","ENSG00000167822","OR8J3"
"26631","Q02790","ENSG00000004478","FKBP4"
"26633","O60312","ENSG00000206190","ATP10A"
"26636","Q15059","ENSG00000169925","BRD3"
"26637","Q9UKG1","ENSG00000157500","APPL1"
"26638","Q8IYM1","ENSG00000140623","SEPT12"
"26639","P08185","ENSG00000277405","SERPINA6"
"26643","Q9Y2T2","ENSG00000185009","AP3M1"
"26644","O76074","ENSG00000138735","PDE5A"
"26645","Q63ZE4","ENSG00000184999","SLC22A10"
"26647","Q96NL8","ENSG00000156172","C8orf37"
"26648","P61218","ENSG00000100142","POLR2F"
"26649","Q8NAN2","ENSG00000180488","MIGA1"
"26650","P57772","ENSG00000132394","EEFSEC"
"26657","P06133","ENSG00000156096","UGT2B4"
"26658","Q6UXH0","ENSG00000130173","ANGPTL8"
"26659","O15211","ENSG00000228736","RGL2"
"26661","Q9NV79","ENSG00000280663","PCMTD2"
"26662","P25391","ENSG00000101680","LAMA1"
"26664","O15527","ENSG00000114026","OGG1"
"26665","Q9NVX0","ENSG00000137814","HAUS2"
"26666","Q8NHC5","ENSG00000196772","OR14A16"
"26667","Q6ZUJ4","ENSG00000188315","C3orf62"
"26668","Q96HA1","ENSG00000196313","POM121"
"26669","Q96E66","ENSG00000184154","LRTOMT"
"26673","O76009","ENSG00000261986","KRT33A"
"26675","Q8TBP0","ENSG00000167291","TBC1D16"
"26678","Q9BYP8","ENSG00000263341","KRTAP17-1"
"26679","O15090","ENSG00000198597","ZNF536"
"26680","O00429","ENSG00000087470","DNM1L"
"26682","P05387","ENSG00000177600","RPLP2"
"26683","Q9Y6F1","ENSG00000041880","PARP3"
"26684","P50440","ENSG00000171766","GATM"
"26688","Q9NRG7","ENSG00000100445","SDR39U1"
"26689","Q8NCN5","ENSG00000090857","PDPR"
"26690","P51003","ENSG00000090060","PAPOLA"
"26693","O15063","ENSG00000166398","KIAA0355"
"26696","O75038","ENSG00000276429","PLCH2"
"26697","Q68CZ1","ENSG00000103494","RPGRIP1L"
"26698","P20823","ENSG00000135100","HNF1A"
"26700","O75508","ENSG00000013297","CLDN11"
"26701","P47710","ENSG00000126545","CSN1S1"
"26702","F2Z333","ENSG00000228594","FNDC10"
"26704","Q9UPI3","ENSG00000119686","FLVCR2"
"26706","Q5GFL6","ENSG00000165816","VWA2"
"26707","O75874","ENSG00000138413","IDH1"
"26708","Q92932","ENSG00000155093","PTPRN2"
"26711","Q86VZ2","ENSG00000196981","WDR5B"
"26712","P36897","ENSG00000106799","TGFBR1"
"26715","Q9BRQ8","ENSG00000042286","AIFM2"
"26716","Q8WZ04","ENSG00000184154","LRTOMT"
"26718","Q9H7R0","ENSG00000198342","ZNF442"
"26720","Q5BKX5","ENSG00000188493","C19orf54"
"26722","P47929","ENSG00000178934","LGALS7B"
"26727","O95379","ENSG00000145779","TNFAIP8"
"26729","Q8IUA7","ENSG00000154258","ABCA9"
"26730","O14503","ENSG00000134107","BHLHE40"
"26732","Q9UBD9","ENSG00000175505","CLCF1"
"26733","Q9UET6","ENSG00000068438","FTSJ1"
"26734","O60304","ENSG00000103199","ZNF500"
"26735","P43356","ENSG00000268606","MAGEA2"
"26736","Q96KD3","ENSG00000135248","FAM71F1"
"26738","P17040","ENSG00000121903","ZSCAN20"
"26739","Q96PM5","ENSG00000163743","RCHY1"
"26741","P58876","ENSG00000158373","HIST1H2BD"
"26742","P24046","ENSG00000146276","GABRR1"
"26744","Q16629","ENSG00000115875","SRSF7"
"26745","P62807","ENSG00000277224","HIST1H2BF"
"26749","P63173","ENSG00000172809","RPL38"
"26750","Q9H9Q4","ENSG00000187736","NHEJ1"
"26753","P62277","ENSG00000110700","RPS13"
"26757","P50453","ENSG00000170542","SERPINB9"
"26758","Q06587","ENSG00000231115","RING1"
"26759","Q13888","ENSG00000276910","GTF2H2"
"26760","A0JLT2","ENSG00000156603","MED19"
"26761","Q16775","ENSG00000063854","HAGH"
"26762","Q6DHY5","ENSG00000260287","TBC1D3G"
"26763","Q494X1","ENSG00000204677","FAM153C"
"26764","Q9UBP8","ENSG00000146049","KAAG1"
"26767","A0PJX4","ENSG00000178343","SHISA3"
"26768","Q96RY7","ENSG00000187535","IFT140"
"26769","Q8WZ92","ENSG00000183303","OR5P2"
"26770","Q9P218","ENSG00000101203","COL20A1"
"26771","P43628","ENSG00000276218","KIR2DL3"
"26772","Q8NEJ9","ENSG00000129460","NGDN"
"26775","P61018","ENSG00000167578","RAB4B"
"26776","Q9UER7","ENSG00000206279","DAXX"
"26777","P25774","ENSG00000163131","CTSS"
"26780","Q9HCE7","ENSG00000198742","SMURF1"
"26782","Q7Z4V5","ENSG00000167674","CTB-50L17.10"
"26783","Q9Y312","ENSG00000131043","AAR2"
"26786","Q8IXM6","ENSG00000235773","NRM"
"26787","P61266","ENSG00000099365","STX1B"
"26789","Q99417","ENSG00000214114","MYCBP"
"26790","P09038","ENSG00000138685","FGF2"
"26793","Q9H7L2","ENSG00000276848","KIR3DX1"
"26794","P59544","ENSG00000273431","TAS2R50"
"26800","P56749","ENSG00000157224","CLDN12"
"26803","Q96AQ9","ENSG00000185519","FAM131C"
"26806","Q29980","ENSG00000204516","MICB"
"26808","Q12809","ENSG00000055118","KCNH2"
"26809","Q8TEH3","ENSG00000119522","DENND1A"
"26810","P11831","ENSG00000112658","SRF"
"26811","B1ANS9","ENSG00000162843","WDR64"
"26812","Q96PV4","ENSG00000198883","PNMA5"
"26813","Q6ZNE5","ENSG00000126775","ATG14"
"26814","O00622","ENSG00000142871","CYR61"
"26818","Q99638","ENSG00000172613","RAD9A"
"26819","Q96S99","ENSG00000166289","PLEKHF1"
"26821","Q8NEN0","ENSG00000118690","ARMC2"
"26824","Q8N5Y8","ENSG00000138617","PARP16"
"26825","Q9UBZ4","ENSG00000169188","APEX2"
"26826","Q9UHP6","ENSG00000100218","RSPH14"
"26830","Q9Y548","ENSG00000058799","YIPF1"
"26831","Q12765","ENSG00000136193","SCRN1"
"26832","P17787","ENSG00000160716","CHRNB2"
"26834","P00451","ENSG00000185010","F8"
"26835","Q08623","ENSG00000130021","PUDP"
"26836","Q9BWD1","ENSG00000120437","ACAT2"
"26837","P51681","ENSG00000160791","CCR5"
"26844","P59535","ENSG00000221937","TAS2R40"
"26845","O15440","ENSG00000114770","ABCC5"
"26846","Q969U7","ENSG00000128789","PSMG2"
"26847","Q5VUB5","ENSG00000148468","FAM171A1"
"26849","Q9NVT9","ENSG00000104442","ARMC1"
"26854","P61366","ENSG00000188729","OSTN"
"26856","P54753","ENSG00000182580","EPHB3"
"26857","Q53HL2","ENSG00000134690","CDCA8"
"26858","Q8IU68","ENSG00000167895","TMC8"
"26859","Q8TEC5","ENSG00000156463","SH3RF2"
"26860","Q13823","ENSG00000134697","GNL2"
"26861","Q96MR6","ENSG00000243710","CFAP57"
"26864","Q96E22","ENSG00000153989","NUS1"
"26866","Q96SL8","ENSG00000179943","FIZ1"
"26867","Q9ULZ0","ENSG00000275034","TP53TG3E"
"26869","Q9UJX0","ENSG00000140961","OSGIN1"
"26870","Q5JPE7","ENSG00000185164","NOMO2"
"26871","Q15506","ENSG00000064199","SPA17"
"26872","O75420","ENSG00000146830","GIGYF1"
"26874","Q9ULR0","ENSG00000240682","ISY1"
"26875","Q8WVZ9","ENSG00000120696","KBTBD7"
"26876","P27449","ENSG00000185883","ATP6V0C"
"26877","Q15782","ENSG00000064886","CHI3L2"
"26878","Q9H2G9","ENSG00000117475","BLZF1"
"26880","Q03936","ENSG00000146757","ZNF92"
"26881","Q9HD45","ENSG00000077147","TM9SF3"
"26882","P32929","ENSG00000116761","CTH"
"26884","A6NHG4","ENSG00000099974","DDTL"
"26887","Q99502","ENSG00000104313","EYA1"
"26890","Q9BTE6","ENSG00000266967","AARSD1"
"26893","Q5T1Q4","ENSG00000196376","SLC35F1"
"26895","O75123","ENSG00000183309","ZNF623"
"26897","Q8TDZ2","ENSG00000135596","MICAL1"
"26898","Q12905","ENSG00000143621","ILF2"
"26899","B7Z368","ENSG00000277288","C10orf142"
"26900","P24347","ENSG00000099953","MMP11"
"26901","O96020","ENSG00000175305","CCNE2"
"26902","P19075","ENSG00000127324","TSPAN8"
"26904","Q14571","ENSG00000123104","ITPR2"
"26907","P78395","ENSG00000275013","PRAME"
"26908","Q15053","ENSG00000235750","KIAA0040"
"26911","Q3SY69","ENSG00000136010","ALDH1L2"
"26915","P04628","ENSG00000125084","WNT1"
"26916","O96014","ENSG00000085741","WNT11"
"26918","P68431","ENSG00000197409","HIST1H3D"
"26926","Q13371","ENSG00000136940","PDCL"
"26927","Q9H4M9","ENSG00000110047","EHD1"
"26928","Q9NY35","ENSG00000080822","CLDND1"
"26929","O43749","ENSG00000168124","OR1F1"
"26930","O00144","ENSG00000188763","FZD9"
"26931","Q9UM07","ENSG00000159339","PADI4"
"26932","Q96T66","ENSG00000163864","NMNAT3"
"26933","Q8N112","ENSG00000179564","LSMEM2"
"26934","P11912","ENSG00000105369","CD79A"
"26935","P0C5Z0","ENSG00000277745","H2AFB3"
"26936","Q8TEX9","ENSG00000196497","IPO4"
"26937","Q9HB15","ENSG00000184261","KCNK12"
"26939","Q9BUA3","ENSG00000168005","C11orf84"
"26940","Q96N87","ENSG00000164363","SLC6A18"
"26943","Q7Z7G0","ENSG00000154175","ABI3BP"
"26944","Q15109","ENSG00000237405","AGER"
"26945","P56704","ENSG00000154342","WNT3A"
"26949","Q6IF82","ENSG00000237388","OR4A47"
"26950","A6NCE7","ENSG00000258102","MAP1LC3B2"
"26952","P12931","ENSG00000197122","SRC"
"26953","Q14CS0","ENSG00000215114","UBXN2B"
"26954","Q9NPG2","ENSG00000165553","NGB"
"26955","Q9H6L4","ENSG00000125449","ARMC7"
"26956","Q969W3","ENSG00000133193","FAM104A"
"26957","Q8N2Q7","ENSG00000169760","NLGN1"
"26958","Q96JC9","ENSG00000144597","EAF1"
"26960","Q8N4S9","ENSG00000274671","MARVELD2"
"26961","P48048","ENSG00000151704","KCNJ1"
"26962","Q9BXB1","ENSG00000205213","LGR4"
"26964","Q9UMY1","ENSG00000225921","NOL7"
"26965","Q9BWQ6","ENSG00000130733","YIPF2"
"26968","S4R3P1","ENSG00000270394","MTRNR2L13"
"26972","Q68CZ6","ENSG00000214367","HAUS3"
"26975","O95976","ENSG00000140749","IGSF6"
"26977","F5H4B4","ENSG00000184949","FAM227A"
"26978","Q9UIF3","ENSG00000092850","TEKT2"
"26980","Q8IWV7","ENSG00000159459","UBR1"
"26982","P28062","ENSG00000230034","PSMB8"
"26984","Q8NGY2","ENSG00000196171","OR6K2"
"26987","P43627","ENSG00000278731","KIR2DL2"
"26988","P28472","ENSG00000166206","GABRB3"
"26989","Q9NWS6","ENSG00000100376","FAM118A"
"26990","Q7L622","ENSG00000092140","G2E3"
"26991","P62805","ENSG00000277157","HIST1H4D"
"26992","P78334","ENSG00000102287","GABRE"
"26997","H3BNL1","ENSG00000236980","C3orf84"
"26998","Q14315","ENSG00000128591","FLNC"
"27001","Q96D70","ENSG00000198858","R3HDM4"
"27003","P02462","ENSG00000187498","COL4A1"
"27004","Q9NWD9","ENSG00000102409","BEX4"
"27007","Q13093","ENSG00000146070","PLA2G7"
"27009","Q16880","ENSG00000174607","UGT8"
"27011","Q96KR6","ENSG00000124098","FAM210B"
"27013","Q14494","ENSG00000082641","NFE2L1"
"27014","P49910","ENSG00000197279","ZNF165"
"27015","Q8WYQ4","ENSG00000169314","C22orf15"
"27016","P08729","ENSG00000135480","KRT7"
"27018","Q5XKR9","ENSG00000182518","FAM104B"
"27019","O00746","ENSG00000103202","NME4"
"27020","Q99714","ENSG00000072506","HSD17B10"
"27021","Q2I0M4","ENSG00000184709","LRRC26"
"27022","Q8NG50","ENSG00000276432","RDM1"
"27024","O15069","ENSG00000136274","NACAD"
"27027","P13995","ENSG00000065911","MTHFD2"
"27029","Q9P2W1","ENSG00000131470","PSMC3IP"
"27030","Q9BZQ4","ENSG00000157064","NMNAT2"
"27032","Q9GZY0","ENSG00000269437","NXF2B"
"27034","Q9UKG9","ENSG00000005469","CROT"
"27035","Q96EE3","ENSG00000085415","SEH1L"
"27038","Q5T1V6","ENSG00000118197","DDX59"
"27039","Q8N609","ENSG00000174599","TRAM1L1"
"27041","Q9GZQ6","ENSG00000148734","NPFFR1"
"27042","Q8NDX2","ENSG00000179520","SLC17A8"
"27044","Q709F0","ENSG00000240303","ACAD11"
"27045","Q96I25","ENSG00000134453","RBM17"
"27046","P02008","ENSG00000130656","HBZ"
"27047","P47736","ENSG00000076864","RAP1GAP"
"27049","P11766","ENSG00000197894","ADH5"
"27050","Q3SY00","ENSG00000175513","TSGA10IP"
"27051","Q3LI72","ENSG00000186977","KRTAP19-5"
"27052","Q9NW15","ENSG00000160746","ANO10"
"27054","Q9H633","ENSG00000239927","RPP21"
"27055","Q8TCN5","ENSG00000168813","ZNF507"
"27058","P62253","ENSG00000132388","UBE2G1"
"27060","Q12778","ENSG00000150907","FOXO1"
"27061","Q14498","ENSG00000131051","RBM39"
"27063","Q9BXJ2","ENSG00000163145","C1QTNF7"
"27065","Q08462","ENSG00000078295","ADCY2"
"27066","P17693","ENSG00000204632","HLA-G"
"27070","O14681","ENSG00000149547","EI24"
"27071","Q6IEE8","ENSG00000205045","SLFN12L"
"27072","Q9NRX1","ENSG00000115946","PNO1"
"27073","Q9NX58","ENSG00000145220","LYAR"
"27075","Q6ZMY9","ENSG00000197363","ZNF517"
"27077","Q86SR1","ENSG00000164574","GALNT10"
"27081","Q99788","ENSG00000174600","CMKLR1"
"27082","Q86TJ5","ENSG00000172006","ZNF554"
"27084","Q5T700","ENSG00000203985","LDLRAD1"
"27089","Q9NRG1","ENSG00000099256","PRTFDC1"
"27091","Q99550","ENSG00000051825","MPHOSPH9"
"27093","Q7Z589","ENSG00000158636","EMSY"
"27094","Q96DZ7","ENSG00000145107","TM4SF19"
"27095","Q7RTP0","ENSG00000170113","NIPA1"
"27097","Q04743","ENSG00000170370","EMX2"
"27098","Q8NBI3","ENSG00000162490","DRAXIN"
"27100","Q9NUM4","ENSG00000106460","TMEM106B"
"27105","P52657","ENSG00000140307","GTF2A2"
"27106","Q96AQ6","ENSG00000163346","PBXIP1"
"27108","Q9NVA4","ENSG00000164168","TMEM184C"
"27109","Q5FWF4","ENSG00000121988","ZRANB3"
"27111","Q6PCB6","ENSG00000136379","ABHD17C"
"27112","Q9ULK2","ENSG00000146776","ATXN7L1"
"27114","Q5TCH4","ENSG00000162365","CYP4A22"
"27115","Q5BJF6","ENSG00000136811","ODF2"
"27116","Q0WX57","ENSG00000229579","USP17L26"
"27119","O95749","ENSG00000152904","GGPS1"
"27120","P20366","ENSG00000006128","TAC1"
"27121","O94829","ENSG00000117408","IPO13"
"27123","Q9UPN3","ENSG00000127603","MACF1"
"27129","Q7L0Q8","ENSG00000116574","RHOU"
"27131","Q86VX9","ENSG00000164077","MON1A"
"27132","Q96B01","ENSG00000111247","RAD51AP1"
"27133","Q9BUP0","ENSG00000115468","EFHD1"
"27134","Q8NA72","ENSG00000152359","POC5"
"27135","Q6P4F1","ENSG00000172728","FUT10"
"27137","Q8WUG5","ENSG00000092096","SLC22A17"
"27138","Q96EG1","ENSG00000141337","ARSG"
"27139","P11169","ENSG00000059804","SLC2A3"
"27141","P04275","ENSG00000110799","VWF"
"27144","O95197","ENSG00000133318","RTN3"
"27145","Q6VY07","ENSG00000175115","PACS1"
"27150","Q6PID6","ENSG00000113638","TTC33"
"27152","Q9Y4G2","ENSG00000277111","PLEKHM1"
"27154","Q53RE8","ENSG00000213337","ANKRD39"
"27155","O76036","ENSG00000273535","NCR1"
"27156","P0C870","ENSG00000243789","JMJD7"
"27157","Q9Y6N9","ENSG00000006611","USH1C"
"27159","Q59H18","ENSG00000116783","TNNI3K"
"27160","Q9H3F6","ENSG00000110906","KCTD10"
"27161","Q6UXA7","ENSG00000206461","C6orf15"
"27162","Q86WG5","ENSG00000133812","SBF2"
"27164","Q15020","ENSG00000075856","SART3"
"27165","Q9H0V1","ENSG00000146802","TMEM168"
"27168","Q15382","ENSG00000106615","RHEB"
"27171","Q53H96","ENSG00000104524","PYCRL"
"27172","Q8ND94","ENSG00000177363","LRRN4CL"
"27173","P46781","ENSG00000278270","RPS9"
"27177","P43626","ENSG00000273794","KIR2DL1"
"27183","P46952","ENSG00000162882","HAAO"
"27184","Q06710","ENSG00000125618","PAX8"
"27185","Q8IWE5","ENSG00000116786","PLEKHM2"
"27186","P30273","ENSG00000158869","FCER1G"
"27188","Q30KP8","ENSG00000205884","DEFB136"
"27190","Q9BQ66","ENSG00000213416","KRTAP4-12"
"27191","Q8N6Y2","ENSG00000128606","LRRC17"
"27192","Q6UXD5","ENSG00000174938","SEZ6L2"
"27193","Q7Z5L7","ENSG00000174348","PODN"
"27197","Q8N8Z8","ENSG00000197044","ZNF441"
"27198","Q9UNK0","ENSG00000170310","STX8"
"27199","Q9BUE6","ENSG00000135070","ISCA1"
"27202","O75023","ENSG00000277414","LILRB5"
"27204","P28039","ENSG00000136250","AOAH"
"27206","Q4LEZ3","ENSG00000205002","AARD"
"27209","P01857","ENSG00000277633","IGHG1"
"27210","A8MV23","ENSG00000253309","SERPINE3"
"27213","Q8NEV9","ENSG00000197272","IL27"
"27214","Q9UDY6","ENSG00000235025","TRIM10"
"27216","Q99467","ENSG00000134061","CD180"
"27218","Q08211","ENSG00000135829","DHX9"
"27219","Q9BRG1","ENSG00000131475","VPS25"
"27220","Q99584","ENSG00000189171","S100A13"
"27221","A8MUK1","ENSG00000227140","USP17L5"
"27223","O60861","ENSG00000007237","GAS7"
"27224","Q5VV67","ENSG00000148840","PPRC1"
"27228","Q68CP9","ENSG00000189079","ARID2"
"27232","Q8IUZ0","ENSG00000137821","LRRC49"
"27233","P61587","ENSG00000115963","RND3"
"27237","P78508","ENSG00000177807","KCNJ10"
"27238","Q96M43","ENSG00000196427","NBPF4"
"27239","A4D0V7","ENSG00000106034","CPED1"
"27241","Q969L4","ENSG00000181817","LSM10"
"27244","Q8NEF9","ENSG00000151304","SRFBP1"
"27245","Q7L099","ENSG00000018189","RUFY3"
"27246","Q92828","ENSG00000106789","CORO2A"
"27247","Q9NY27","ENSG00000163605","PPP4R2"
"27248","O43184","ENSG00000148848","ADAM12"
"27249","P26436","ENSG00000134940","ACRV1"
"27250","Q3KNV8","ENSG00000185619","PCGF3"
"27253","Q9NRR1","ENSG00000170891","CYTL1"
"27254","Q9H1C4","ENSG00000110057","UNC93B1"
"27256","Q8NGA5","ENSG00000176231","OR10H4"
"27261","Q96JK4","ENSG00000182218","HHIPL1"
"27262","P00709","ENSG00000167531","LALBA"
"27263","Q15257","ENSG00000119383","PTPA"
"27264","Q9Y2V7","ENSG00000133103","COG6"
"27268","P0DN77","ENSG00000166160","OPN1MW2"
"27269","Q8N6L1","ENSG00000163463","KRTCAP2"
"27272","Q76G19","ENSG00000067840","PDZD4"
"27273","Q5ST30","ENSG00000137411","VARS2"
"27275","Q92759","ENSG00000213780","GTF2H4"
"27276","P57105","ENSG00000213463","SYNJ2BP"
"27277","Q7RTY0","ENSG00000174327","SLC16A13"
"27279","Q15907","ENSG00000185236","RAB11B"
"27280","Q6ZMY3","ENSG00000134668","SPOCD1"
"27282","Q5T0T0","ENSG00000165406","MARCH8"
"27284","Q92506","ENSG00000112474","HSD17B8"
"27285","O14653","ENSG00000108433","GOSR2"
"27286","Q7Z2X4","ENSG00000153823","PID1"
"27288","P0CJ75","ENSG00000255823","MTRNR2L8"
"27289","Q96GJ1","ENSG00000188917","TRMT2B"
"27291","P59544","ENSG00000212126","TAS2R50"
"27292","P56693","ENSG00000100146","SOX10"
"27296","Q9BQJ4","ENSG00000147027","TMEM47"
"27299","P56856","ENSG00000066405","CLDN18"
"27301","Q96C28","ENSG00000181135","ZNF707"
"27302","A6NGH7","ENSG00000203952","CCDC160"
"27304","Q6PIS1","ENSG00000213901","SLC23A3"
"27306","O00322","ENSG00000105668","UPK1A"
"27307","Q92484","ENSG00000172594","SMPDL3A"
"27308","P04271","ENSG00000160307","S100B"
"27309","O15049","ENSG00000145911","N4BP3"
"27311","Q9Y281","ENSG00000165410","CFL2"
"27312","A4D1U4","ENSG00000257093","KIAA1147"
"27315","Q9UGC7","ENSG00000112031","MTRF1L"
"27316","P54107","ENSG00000124812","CRISP1"
"27317","P04222","ENSG00000225691","HLA-C"
"27318","Q96KQ7","ENSG00000204371","EHMT2"
"27319","P06681","ENSG00000226560","C2"
"27320","P07510","ENSG00000196811","CHRNG"
"27321","O75419","ENSG00000093009","CDC45"
"27324","Q9NR16","ENSG00000177675","CD163L1"
"27329","Q9BXB5","ENSG00000144645","OSBPL10"
"27331","P49789","ENSG00000189283","FHIT"
"27332","Q8IXH8","ENSG00000124215","CDH26"
"27333","Q6ZN30","ENSG00000173068","BNC2"
"27334","Q2KHR3","ENSG00000060749","QSER1"
"27336","P51861","ENSG00000184258","CDR1"
"27338","Q9BTE0","ENSG00000109065","NAT9"
"27342","Q8N2U0","ENSG00000205544","TMEM256"
"27345","Q8WUW1","ENSG00000254999","BRK1"
"27346","Q92628","ENSG00000170871","KIAA0232"
"27347","Q9UQ10","ENSG00000104808","DHDH"
"27349","Q5BJH2","ENSG00000132406","TMEM128"
"27350","Q5TZF3","ENSG00000183831","ANKRD45"
"27352","Q5T8R8","ENSG00000183784","C9orf66"
"27353","Q9Y394","ENSG00000100612","DHRS7"
"27355","Q15262","ENSG00000152894","PTPRK"
"27356","P39210","ENSG00000115204","MPV17"
"27359","Q12796","ENSG00000146278","PNRC1"
"27360","P60329","ENSG00000212933","KRTAP12-4"
"27361","Q96KN1","ENSG00000168672","FAM84B"
"27362","Q9H999","ENSG00000120137","PANK3"
"27364","Q6ZRR5","ENSG00000181264","TMEM136"
"27367","Q8NBU5","ENSG00000138138","ATAD1"
"27370","Q13033","ENSG00000196792","STRN3"
"27371","P10809","ENSG00000144381","HSPD1"
"27374","P13051","ENSG00000076248","UNG"
"27375","Q8NFZ3","ENSG00000165246","NLGN4Y"
"27377","Q9UNL4","ENSG00000111653","ING4"
"27380","Q8IUF1","ENSG00000136682","CBWD2"
"27381","O60486","ENSG00000136040","PLXNC1"
"27382","Q4KMX7","ENSG00000213077","FAM106A"
"27384","Q6ZN16","ENSG00000180815","MAP3K15"
"27386","Q6IMI4","ENSG00000138068","SULT6B1"
"27388","P12314","ENSG00000150337","FCGR1A"
"27391","P17693","ENSG00000235346","HLA-G"
"27392","P11177","ENSG00000168291","PDHB"
"27393","P43630","ENSG00000276739","KIR3DL2"
"27395","Q9BXN6","ENSG00000196406","SPANXD"
"27396","Q8WVI7","ENSG00000150722","PPP1R1C"
"27397","O95613","ENSG00000160299","PCNT"
"27401","Q99666","ENSG00000183054","RGPD6"
"27402","P35968","ENSG00000128052","KDR"
"27404","Q02539","ENSG00000124610","HIST1H1A"
"27405","Q8NDT2","ENSG00000259956","RBM15B"
"27406","Q15238","ENSG00000204941","PSG5"
"27408","P48200","ENSG00000136381","IREB2"
"27411","Q5SQ64","ENSG00000239741","LY6G6F"
"27412","P14868","ENSG00000115866","DARS"
"27413","P55808","ENSG00000124343","XG"
"27416","Q15072","ENSG00000167635","ZNF146"
"27417","Q13133","ENSG00000025434","NR1H3"
"27419","Q0P5P2","ENSG00000214226","C17orf67"
"27421","Q14164","ENSG00000263528","IKBKE"
"27422","O00160","ENSG00000142347","MYO1F"
"27424","Q9H4L7","ENSG00000163104","SMARCAD1"
"27427","P46940","ENSG00000140575","IQGAP1"
"27428","P10966","ENSG00000172116","CD8B"
"27430","Q9GZK7","ENSG00000206517","OR11A1"
"27432","Q9UNS2","ENSG00000141030","COPS3"
"27435","Q9Y3C5","ENSG00000123091","RNF11"
"27438","Q9NXD2","ENSG00000166912","MTMR10"
"27439","Q9NZL3","ENSG00000267680","ZNF224"
"27440","Q05469","ENSG00000079435","LIPE"
"27441","Q96MU7","ENSG00000083896","YTHDC1"
"27442","Q9HAZ2","ENSG00000142611","PRDM16"
"27444","Q9Y4I1","ENSG00000197535","MYO5A"
"27445","Q92643","ENSG00000142892","PIGK"
"27446","Q9HAH1","ENSG00000172000","ZNF556"
"27452","Q8TC92","ENSG00000120658","ENOX1"
"27455","Q96KX0","ENSG00000157093","LYZL4"
"27456","Q8NGY3","ENSG00000203757","OR6K3"
"27458","P28908","ENSG00000120949","TNFRSF8"
"27460","Q02833","ENSG00000273859","RASSF7"
"27461","Q9NTU7","ENSG00000054803","CBLN4"
"27462","Q03701","ENSG00000115816","CEBPZ"
"27463","Q6PRD7","ENSG00000205923","CEMP1"
"27464","Q96T54","ENSG00000124780","KCNK17"
"27466","Q8TA86","ENSG00000164610","RP9"
"27469","Q13643","ENSG00000183386","FHL3"
"27473","P30530","ENSG00000167601","AXL"
"27475","Q96LT7","ENSG00000147894","C9orf72"
"27476","P01701","ENSG00000211644","IGLV1-51"
"27477","Q5XKR4","ENSG00000171540","OTP"
"27479","Q15695","ENSG00000212643","ZRSR1"
"27480","Q5T0T0","ENSG00000278545","MARCH8"
"27481","A6NCQ9","ENSG00000189051","RNF222"
