type;complex_name;pdb_structure;pdb_id;stoichiometry;name_1;protein_1;name_2;protein_2;name_3;protein_3;name_4;protein_4;receptor;receptor_highlight;receptor_desc;adhesion;other;other_desc;transporter;secreted_highlight;secreted_desc;comments;heterodimer;not.humans;name_5;protein_5;uniprotswissprot.5;external_gene_name.6;uniprotswissprot.6;external_gene_name.7;uniprotswissprot.7;external_gene_name.8;uniprotswissprot.8;external_gene_name.9;uniprotswissprot.9;external_gene_name.10;uniprotswissprot.10;external_gene_name.11;uniprotswissprot.11;external_gene_name.12;uniprotswissprot.12;external_gene_name.13;uniprotswissprot.13;external_gene_name.14;uniprotswissprot.14;external_gene_name.15;uniprotswissprot.15;external_gene_name.16;uniprotswissprot.16;external_gene_name.17;uniprotswissprot.17;external_gene_name.18;uniprotswissprot.18;external_gene_name.19;uniprotswissprot.19;external_gene_name.20;uniprotswissprot.20;external_gene_name.21;uniprotswissprot.21;external_gene_name.22;uniprotswissprot.22;external_gene_name.23;uniprotswissprot.23;external_gene_name.24;uniprotswissprot.24;external_gene_name.25;uniprotswissprot.25;external_gene_name.26;uniprotswissprot.26;external_gene_name.27;uniprotswissprot.27;external_gene_name.28;uniprotswissprot.28;external_gene_name.29;uniprotswissprot.29;external_gene_name.30;uniprotswissprot.30;external_gene_name.31;uniprotswissprot.31;external_gene_name.32;uniprotswissprot.32;external_gene_name.33;uniprotswissprot.33;external_gene_name.34;uniprotswissprot.34;external_gene_name.35;uniprotswissprot.35;external_gene_name.36;uniprotswissprot.36;external_gene_name.37;uniprotswissprot.37;external_gene_name.38;uniprotswissprot.38;external_gene_name.39;uniprotswissprot.39;external_gene_name.40;uniprotswissprot.40;external_gene_name.41;uniprotswissprot.41;external_gene_name.42;uniprotswissprot.42;external_gene_name.43;uniprotswissprot.43;external_gene_name.44;uniprotswissprot.44;external_gene_name.45;uniprotswissprot.45;external_gene_name.46;uniprotswissprot.46;external_gene_name.47;uniprotswissprot.47;external_gene_name.48;uniprotswissprot.48;external_gene_name.49;uniprotswissprot.49;external_gene_name.50;uniprotswissprot.50;external_gene_name.51;uniprotswissprot.51;external_gene_name.52;uniprotswissprot.52;external_gene_name.53;uniprotswissprot.53;external_gene_name.54;uniprotswissprot.54;external_gene_name.55;uniprotswissprot.55;X..i..;external_gene_name.56;uniprotswissprot.56;external_gene_name.57;uniprotswissprot.57;external_gene_name.58;uniprotswissprot.58;external_gene_name.59;uniprotswissprot.59;external_gene_name.60;uniprotswissprot.60;external_gene_name.61;uniprotswissprot.61;external_gene_name.62;uniprotswissprot.62;external_gene_name.63;uniprotswissprot.63;external_gene_name.64;uniprotswissprot.64;external_gene_name.65;uniprotswissprot.65;external_gene_name.66;uniprotswissprot.66;external_gene_name.67;uniprotswissprot.67;external_gene_name.68;uniprotswissprot.68;external_gene_name.69;uniprotswissprot.69;external_gene_name.70;uniprotswissprot.70;external_gene_name.71;uniprotswissprot.71;external_gene_name.72;uniprotswissprot.72;external_gene_name.73;uniprotswissprot.73;external_gene_name.74;uniprotswissprot.74;external_gene_name.75;uniprotswissprot.75;external_gene_name.76;uniprotswissprot.76;external_gene_name.77;uniprotswissprot.77;external_gene_name.78;uniprotswissprot.78;external_gene_name.79;uniprotswissprot.79;external_gene_name.80;uniprotswissprot.80;external_gene_name.81;uniprotswissprot.81;external_gene_name.82;uniprotswissprot.82;external_gene_name.83;uniprotswissprot.83;external_gene_name.84;uniprotswissprot.84;external_gene_name.85;uniprotswissprot.85;external_gene_name.86;uniprotswissprot.86;external_gene_name.87;uniprotswissprot.87;external_gene_name.88;uniprotswissprot.88;external_gene_name.89;uniprotswissprot.89;asd
HOMODIMER;NA;;1d3e;"ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1;ICAM1";NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;0;"1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_1;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_2;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_3;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4;1d3e_4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1272
HOMODIMER;NA;;1dgi;"PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR;PVR";NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;0;"1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_1;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_2;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_3;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4;1dgi_4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1278
HOMODIMER;NA;;1e0f;"F2;F2;F2;F2;F2;F2";NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;0;"1e0f_I;1e0f_I;1e0f_I";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1284
HOMODIMER;NA;;1eak;"MMP2;MMP2";NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;0;1eak_P;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1288
HOMODIMER;NA;;1eba;"EPOR;EPOR";NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;0;"1eba_C;1eba_C";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1289
HOMODIMER;NA;;1efn;"FYN;FYN";NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;0;"1efn_B;1efn_B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1292
HOMODIMER;NA;;1fiq;"XDH;XDH;XDH;XDH";NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;0;"1fiq_B;1fiq_B";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1314
HOMODIMER;NA;;1gha;"CTRB1;CTRB1";NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;0;"1gha_E;1gha_E;1gha_F;1gha_F;1gha_G;1gha_G";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1326
HOMODIMER;NA;;1h0g;"CHIT1;CHIT1";NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;0;"1h0g_A;1h0g_A";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1332
HOMODIMER;NA;;1jew;"CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR;CXADR";NA;NA;NA;NA;NA;NA;NA;NA;;;;;;;;;;;0;"1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_1;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_2;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_3;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4;1jew_4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1372
