target,target_id,target_gene_symbol,target_uniprot,target_ligand,target_ligand_id,target_ligand_gene_symbol,target_ligand_uniprot,target_ligand_pubchem_sid,target_species,ligand,ligand_id,ligand_gene_symbol,ligand_species,ligand_pubchem_sid,type,action,action_comment,endogenous,primary_target,concentration_range,affinity_units,affinity_high,affinity_median,affinity_low,original_affinity_units,original_affinity_low_nm,original_affinity_median_nm,original_affinity_high_nm,original_affinity_relation,assay_description,receptor_site,ligand_context,pubmed_id
protein tyrosine kinase 2,2180,PTK2,Q05397,,,,,,Human,example 96 [WO2012092880],9763,,,354702236,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.69999980926514,,IC50,,20,,<,In a time-resolved fluorescence (TRF) assay using recombinant GST-tagged FAK.,"","",
protein tyrosine kinase 2,2180,PTK2,Q05397,,,,,,Human,NVP-TAE 226,9382,,,328083484,Inhibitor,Inhibition,"",f,f,"",pIC50,,8.26000022888184,,IC50,,5.5,,=,"","","",17219439|17431114
protein tyrosine kinase 2,2180,PTK2,Q05397,,,,,,Human,PF-562271,9381,,,328083483,Inhibitor,Inhibition,"",f,f,"",pIC50,,8.81999969482422,,IC50,,1.5,,=,"","","",18339875
protein tyrosine kinase 2,2180,PTK2,Q05397,,,,,,Human,VS-4718,8742,,,252827400,Inhibitor,Inhibition,"",f,t,"",pIC50,,8.81999969482422,,IC50,,1.5,,=,"","","",20234191
protein tyrosine kinase 2 beta,2181,PTK2B,Q14289,,,,,,Human,aloisine,5923,,,178102546,Inhibitor,Inhibition,"",f,f,"",pKi,,6.03000020980835,,Ki,,933,,=,"","","",22289061
protein tyrosine kinase 2 beta,2181,PTK2B,Q14289,,,,,,Human,example 96 [WO2012092880],9763,,,354702236,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.69999980926514,,IC50,,20,,<,In a time-resolved fluorescence (TRF) assay using recombinant GST-tagged Pyk2.,"","",
protein tyrosine kinase 2 beta,2181,PTK2B,Q14289,,,,,,Human,NVP-TAE 226,9382,,,328083484,Inhibitor,Inhibition,"",f,f,"",pIC50,8.69999980926514,,8.30000019073486,IC50,5,,2,=,"","","",17431114
protein tyrosine kinase 2 beta,2181,PTK2B,Q14289,,,,,,Human,PF-562271,9381,,,328083483,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.8899998664856,,IC50,,13,,=,"","","",18339875
protein tyrosine kinase 6,2182,PTK6,Q13882,,,,,,Human,compound 19a [PMID: 21855335],8186,,,249565866,Inhibitor,Inhibition,"",f,t,"",pIC50,,8.69999980926514,,IC50,,2,,=,"","","",21855335
protein tyrosine kinase 6,2182,PTK6,Q13882,,,,,,Human,tilfrinib,9051,,,315661136,Inhibitor,Inhibition,"",f,t,"",pIC50,,8.5,,IC50,,3.15000009536743,,=,"","","",24650640
"protein tyrosine phosphatase, non-receptor type 1",2976,PTPN1,P18031,,,,,,Human,"compound 7b [Haftchenary <i>et al.</i>, 2013]",8850,,,252827507,Inhibitor,Inhibition,"",f,f,"",pIC50,,5.30999994277954,,IC50,,4900,,=,"","","",
"protein tyrosine phosphatase, non-receptor type 1",2976,PTPN1,P18031,,,,,,Human,HPN,9732,,,354702208,Inhibitor,Inhibition,"",f,t,"",pIC50,,6.19999980926514,,IC50,,630,,=,In a surface plasmon resonance (SPR) assay using immobilised recombinant enzyme PTP1B<sub>1–321</sub>.,"","",23364683
"protein tyrosine phosphatase, non-receptor type 1",2976,PTPN1,P18031,,,,,,Human,trodusquemine,9733,,,354702209,Inhibitor,Inhibition,"",f,f,"",pIC50,,6,,IC50,,1000,,=,In a cell-free assay using recombinant enzyme.,"","",20075852
Proton-coupled Amino acid Transporter 1,1161,SLC36A1,Q7Z2H8,,,,,,Human,5-hydroxy-L-tryptophan,4671,,,178101386,Inhibitor,Inhibition,,f,,,pKi,,3,,Ki,,900000,,,,,,16126914
Proton-coupled Amino acid Transporter 1,1161,SLC36A1,Q7Z2H8,,,,,,Human,5-hydroxytryptamine,5,,,135651413,Inhibitor,Inhibition,,f,,,pKi,,2.2,,Ki,,5700000,,,,,,16126914
Proton-coupled Amino acid Transporter 1,1161,SLC36A1,Q7Z2H8,,,,,,Human,indole-3-propionic acid,4709,,,178101420,Inhibitor,Inhibition,,f,,,pKi,,2.3,,Ki,,4600000,,,,,,16126914
Proton-coupled Amino acid Transporter 1,1161,SLC36A1,Q7Z2H8,,,,,,Human,L-tryptophan,717,,,135651515,Inhibitor,Inhibition,,f,,,pKi,,2.3,,Ki,,4600000,,,,,,16126914
Proton-coupled Amino acid Transporter 2,1162,SLC36A2,Q495M3,,,,,,Human,5-hydroxy-L-tryptophan,4671,,,178101386,Inhibitor,Inhibition,,f,,,pIC50,,2.8,,IC50,,1600000,,,,,,20691150
Proton-coupled Amino acid Transporter 2,1162,SLC36A2,Q495M3,,,,,,Human,"&alpha;-methyl-D,L-tryptophan",4693,,,178101406,Inhibitor,Inhibition,,f,,,pIC50,,2.5,,IC50,,3500000,,,,,,20691150
Proton-coupled folate transporter,1213,SLC46A1,Q96NT5,,,,,,Human,indomethacin,1909,,,135650390,Inhibitor,Inhibition,"",f,,"",pIC50,,3.7,,IC50,,200000,,=,"","","",17129779
Proton-coupled folate transporter,1213,SLC46A1,Q96NT5,,,,,,Human,sulfasalazine,4840,,,178101542,Inhibitor,Inhibition,"",f,,"",pIC50,,4.2,,IC50,,60000,,=,"","","",17129779
Proton-coupled folate transporter,1213,SLC46A1,Q96NT5,,,,,,Human,[<sup>3</sup>H]folinic acid,6690,,,178103302,None,Binding,"",f,f,"",-,,,,-,,,,=,"","","",
Proton-coupled folate transporter,1213,SLC46A1,Q96NT5,,,,,,Human,[<sup>3</sup>H]N<sup>5</sup>-methylfolate,6689,,,178103301,None,Binding,"",f,f,"",-,,,,-,,,,=,"","","",
Proton-coupled folate transporter,1213,SLC46A1,Q96NT5,,,,,,Human,[<sup>3</sup>H]pemetrexed,6688,,,178103300,None,Binding,"",f,f,"",-,,,,-,,,,=,"","","",
Proton-coupled folate transporter,1213,SLC46A1,Q96NT5,,,,,,Human,[<sup>3</sup>H]folic acid,4562,,,178101283,None,None,,f,,,-,,,,,,,,,,,,
Proton-coupled folate transporter,1213,SLC46A1,Q96NT5,,,,,,Human,[<sup>3</sup>H]methotrexate,4674,,,178101388,None,None,,f,,,-,,,,,,,,,,,,
PrRP receptor,337,PRLHR,P49683,,,,,,Human,PrRP-20,1872,Prlh,Rat,135651864,Agonist,Full agonist,,f,,"",pKi,,9.7,,,,,,,,,,11030716
PrRP receptor,337,PRLHR,P49683,,,,,,Human,PrRP-20,1871,PRLH,Human,135651863,Agonist,Full agonist,"",t,f,"",pKi,9.60000038146973,,9,-,,,,=,"","","",11030716|12606605
PrRP receptor,337,PRLHR,P49683,,,,,,Human,PrRP-(24-31) (human),1870,,,135652415,Agonist,Full agonist,"",f,,"",pKi,,7.3,,-,,,,=,"","","",12606605
PrRP receptor,337,PRLHR,P49683,,,,,,Human,PrRP-31,1874,Prlh,Rat,135651866,Agonist,Full agonist,,f,,"",pKi,,9.5,,,,,,,,,,11030716
PrRP receptor,337,PRLHR,P49683,,,,,,Human,PrRP-31,1873,PRLH,Human,135651865,Agonist,Full agonist,"",t,f,"",pKi,9.19999980926514,,9,-,,,,=,"","","",11030716|12606605
PrRP receptor,337,PRLHR,P49683,,,,,,Human,PTHrP,3738,PTHLH,Human,135651870,Agonist,Full agonist,,t,,"",-,,,,-,,,,=,"",,,
PrRP receptor,337,PRLHR,P49683,,,,,,Human,[<sup>125</sup>I]PrRP-20 (human),1875,,,135652547,Agonist,Full agonist,"",f,,"",pKd,10.6,,9.2,Kd,0.57,,0.026,=,"","","",11030716
PrRP receptor,337,PRLHR,P49683,,,,,,Human,[<sup>125</sup>I]PrRP31,4022,,,178100848,Agonist,Full agonist,"",f,f,"",-,,,,-,,,,=,"","","",15752583
PrRP receptor,337,PRLHR,P49683,,,,,,Human,"NPY-(18-36) (human, pig)",1557,,,135652347,Agonist,Partial agonist,"",f,,"",pKi,,5.1,,-,,,,=,"","","",12606605
PrRP receptor,337,PRLHR,P49683,,,,,,Human,neuropeptide Y,1504,NPY|Npy|Npy,Human|Mouse|Rat,135651843,Antagonist,Antagonist,"",t,,"",pKi,,5.4,,-,,,,=,"","","",15885496
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,abaloparatide,8299,,,252166511,Agonist,Agonist,"",f,t,"",-,,,,-,,,,=,"","","",24078470
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Ala<sup>1,12</sup>,Aib<sup>3</sup>,Gln<sup>10</sup>,hArg<sup>11</sup>,Trp<sup>14,</sup>Arg<sup>19</sup>]PTH-(1-21)-NH2 (human)",5575,,,178102211,Agonist,Full agonist,"",f,,"",pIC50,,7.1,,-,,,,=,"","","",18946036
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Ala<sup>1,12</sup>,Aib<sup>3</sup>,Gln<sup>10</sup>,hArg<sup>11</sup>,Trp<sup>14</sup>,Arg<sup>19</sup>]PTH-(1-28)-NH2 (human)",5574,,,178102210,Agonist,Full agonist,"",f,,"",pIC50,,8.6,,-,,,,=,"","","",18946036
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Ala<sup>1,12</sup>,Aib<sup>3</sup>,Gln<sup>10</sup>,hArg<sup>11</sup>,Trp<sup>14</sup>,Arg<sup>19</sup>]PTH-(1-34)-NH2",5573,,,178102209,Agonist,Full agonist,"",f,,"",pIC50,,8.7,,-,,,,=,"","","",18946036
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Ala<sup>1,12</sup>,Aib<sup>3</sup>,Gln<sup>10</sup>,hArg<sup>11</sup>,Trp<sup>14</sup>]PTH-(1-14)-NH2",5576,,,178102212,Agonist,Full agonist,"",f,,"",pIC50,,4.5,,-,,,,=,"","","",18946036
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,[Arg<sup>19</sup>]PTH-(1-34) (human),1792,,,135651998,Agonist,Full agonist,,f,,"",pIC50,,8.6,,,,,,,,,,7896796
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,"[His<sup>5</sup>,Arg<sup>19</sup>]PTH-(1-34) (human)",1793,,,135652184,Agonist,Full agonist,,f,,"",pIC50,,6.4,,,,,,,,,,7896796
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,[His<sup>5</sup>]PTH-(1-34) (human),1794,,,135652185,Agonist,Full agonist,,f,,"",pIC50,,5.1,,,,,,,,,,7896796
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,[His<sup>5</sup>]PTH-(1-34) (human),1794,,,135652185,Agonist,Full agonist,,f,,"",pIC50,,5.3,,,,,,,,,,8702701
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,"[Ile<sup>5</sup>,Glu<sup>19</sup>]PTHrP-(1-34) (human)",1796,,,135652198,Agonist,Full agonist,,f,,"",pIC50,,8,,,,,,,,,,7896796
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,"[Ile<sup>5</sup>,Glu<sup>19</sup>,Val<sup>21</sup>]PTHrP-(1-34) (human)",1795,,,135652199,Agonist,Full agonist,,f,,"",pIC50,,7.4,,,,,,,,,,7896796
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,[Ile<sup>5</sup>]PTHrP-(1-34) (human),1803,,,135652200,Agonist,Full agonist,,f,,"",pIC50,,8.4,,,,,,,,,,7896796
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,[Ile<sup>5</sup>]PTHrP-(1-36) (human),1804,,,135652202,Agonist,Full agonist,,f,,"",pIC50,,7.4,,,,,,,,,,8702701
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(1-36) (human)",1798,,,135652203,Agonist,Full agonist,,f,,"",pIC50,7.8,,7.4,,,,,,,,,8702701|10537121
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(2-36) (human)",1799,,,135652204,Agonist,Full agonist,,f,,"",pIC50,,7.6,,,,,,,,,,10537121
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(3-36) (human)",1800,,,135652205,Agonist,Full agonist,,f,,"",pIC50,,7.8,,,,,,,,,,10537121
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(4-36) (human)",1801,,,135652206,Agonist,Full agonist,,f,,"",pIC50,,7.4,,,,,,,,,,10537121
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>,Tyr<sup>36</sup>]PTHrP-(1-36)-NH<sub>2</sub> (human)",1797,,,135652209,Agonist,Full agonist,,f,,"",pIC50,,7.5,,,,,,,,,,9360953
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,"[Ile<sup>5</sup>,Val<sup>21</sup>]PTHrP-(1-34) (human)",1802,,,135652210,Agonist,Full agonist,,f,,"",pIC50,,7.8,,,,,,,,,,7896796
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,"[Nle<sup>8,18</sup>,Tyr<sup>34</sup>]PTH-(1-34)-NH<sub>2</sub> (bovine)",1805,,,135652326,Agonist,Full agonist,,f,,"",pIC50,,8.1,,,,,,,,,,8662729
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,"[Nle<sup>8,18</sup>,Tyr<sup>34</sup>]PTH-(3-34)-NH<sub>2</sub> (bovine)",1806,,,135652327,Agonist,Full agonist,,f,,"",pIC50,,8,,,,,,,,,,8662729
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,[Phe<sup>23</sup>]PTH-(1-34) (human),1807,,,135652395,Agonist,Full agonist,,f,,"",pIC50,,7,,,,,,,,,,8702701
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,PTH-(1-34) (rat),4449,,,135652418,Agonist,Full agonist,,f,,"",pIC50,7.2,,7.1,,,,,,,,,10537121
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,PTHrP-(1-20)/TIP-(23-39) (human),1787,,,135652419,Agonist,Full agonist,,f,,"",pIC50,8,,7.5,,,,,,,,,11159842
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,PTHrP-(1-21)/PTH-(22-34) (human),1788,,,135652421,Agonist,Full agonist,,f,,"",pIC50,,7.7,,,,,,,,,,8702701
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,PTHrP-(1-34) (human),1822,,,135652422,Agonist,Full agonist,"",f,,"",pIC50,8.1,,7.8,-,,,,=,"","","",7896796
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,PTHrP-(1-36),1790,PTHLH,Human,135651871,Agonist,Full agonist,,t,,"",pIC50,,6.5,,,,,,,,,,8702701
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[<sup>125</sup>I][Nle<sup>8,21</sup>,Tyr<sup>34</sup>]PTH-(1-34)-NH<sub>2</sub> (rat)",1791,,,135652535,Agonist,Full agonist,,f,,"",pKd,,8,,,,,,,,,,9360953
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,teriparatide,4448,,,135652417,Agonist,Full agonist,"",f,t,"",pIC50,,7.40000009536743,,-,,,,=,"","","",8702701
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,teriparatide,4448,,,135652417,Agonist,Full agonist,,f,,"",pIC50,8.7,,8.1,,,,,,,,,7896796
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,[Trp<sup>23</sup>]PTHrP-(1-36) (human),1809,,,135652614,Agonist,Full agonist,,f,,"",pIC50,,7.3,,,,,,,,,,8702701
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Trp<sup>23</sup>,Tyr<sup>36</sup>]PTHrP-(1-36)-NH<sub>2</sub> (human)",1808,,,135652615,Agonist,Full agonist,,f,,"",pIC50,,7,,,,,,,,,,9360953
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,[Tyr<sup>34</sup>]PTH-(1-34) (human),1810,,,135652620,Agonist,Full agonist,,f,,"",pIC50,8.5,,8.1,,,,,,,,,11159842
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,[Tyr<sup>34</sup>]PTH-(1-34)-NH<sub>2</sub> (human),1811,,,135652621,Agonist,Full agonist,,f,,"",pIC50,,8.2,,,,,,,,,,8662729
PTH1 receptor,331,Pth1r,P25961,,,,,,Rat,[Tyr<sup>34</sup>]PTH-(3-34)-NH<sub>2</sub> (human),1812,,,135652622,Agonist,Full agonist,,f,,"",pIC50,,7.8,,,,,,,,,,8662729
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,[Tyr<sup>36</sup>]-PTHrP-(1-36) amide (human),1813,,,135652623,Agonist,Full agonist,,f,,"",pIC50,7.4,,7.1,,,,,,,,,11159842
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[D-Trp<sup>12</sup>,Tyr<sup>34</sup>]PTH-(7-34) (bovine)",1819,,,135652132,Antagonist,Antagonist,,f,,"",pIC50,,7.4,,,,,,,,,,11046116
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(5-36)",1821,,,135652207,Antagonist,Antagonist,,f,,"",pIC50,,7,,,,,,,,,,10537121
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,"PTHrP-(7-34) (human, rat, mouse)",1814,,,135652423,Antagonist,Antagonist,,f,,"",pIC50,,7.2,,,,,,,,,,11046116
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,TIP39,1815,PTH2|PTH2,Bovine|Human,135651893,Antagonist,Antagonist,,t,,"",pIC50,7.2,,6.6,,,,,,,,,11159842|10854439
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,TIP39-(3-39) (human/bovine),1816,,,135652605,Antagonist,Antagonist,,f,,"",pIC50,7.2,,7,,,,,,,,,11159842
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,TIP39-(7-39) (human/bovine),1827,,,135652606,Antagonist,Antagonist,"",f,,"",pIC50,,8.2,,-,,,,=,"","","",11046116
PTH1 receptor,331,PTH1R,Q03431,,,,,,Human,TIP39-(9-39) (human/bovine),1818,,,135652608,Antagonist,Antagonist,,f,,"",pIC50,,7.4,,,,,,,,,,11159842
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,[His<sup>5</sup>]PTH-(1-34) (human),1794,,,135652185,Agonist,Full agonist,,f,,"",pIC50,,6.6,,,,,,,,,,8702701
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,[Ile<sup>5</sup>]PTHrP-(1-36),1825,,,135652201,Agonist,Full agonist,,f,,"",pIC50,,6.2,,,,,,,,,,11602681
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(1-36) (human)",1798,,,135652203,Agonist,Full agonist,,f,,"",pIC50,8,,7.1,,,,,,,,,8702701|10537121
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(2-36) (human)",1799,,,135652204,Agonist,Full agonist,,f,,"",pIC50,,7.3,,,,,,,,,,10537121
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(3-36) (human)",1800,,,135652205,Agonist,Full agonist,,f,,"",pIC50,,7.2,,,,,,,,,,10537121
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(4-36) (human)",1801,,,135652206,Agonist,Full agonist,,f,,"",pIC50,,6.8,,,,,,,,,,10537121
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(5-36) (human)",1824,,,135652208,Agonist,Full agonist,"",f,,"",pIC50,,7,,-,,,,=,"","","",10537121
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>,Tyr<sup>36</sup>]PTHrP-(1-36)-NH<sub>2</sub> (human)",1797,,,135652209,Agonist,Full agonist,,f,,"",pIC50,,7.7,,,,,,,,,,9360953
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,[Phe<sup>23</sup>]PTH-(1-34) (human),1807,,,135652395,Agonist,Full agonist,,f,,"",pIC50,,6.3,,,,,,,,,,8702701
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,PTH-(1-34) (rat),4449,,,135652418,Agonist,Full agonist,,f,,"",pIC50,9.5,,7.2,,,,,,,,,10537121|10854439|11602681
PTH2 receptor,332,Pth2r,P70555,,,,,,Rat,PTH-(1-34) (rat),4449,,,135652418,Agonist,Full agonist,"",f,,"",pIC50,,6.8,,-,,,,=,"","","",11602681
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,PTHrP-(1-34) (human),1822,,,135652422,Agonist,Full agonist,,t,,"",pIC50,,6.1,,,,,,,,,,11602681
PTH2 receptor,332,Pth2r,P70555,,,,,,Rat,PTHrP-(1-34) (human),1822,,,135652422,Agonist,Full agonist,,t,,"",pIC50,,5.3,,,,,,,,,,11602681
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,PTHrP-(1-36),1790,PTHLH,Human,135651871,Agonist,Full agonist,,t,,"",pIC50,,5.7,,,,,,,,,,8702701
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"[<sup>125</sup>I][Nle<sup>8,21</sup>,Tyr<sup>34</sup>]PTH-(1-34)-NH<sub>2</sub> (rat)",1791,,,135652535,Agonist,Full agonist,,f,,"",pKd,,8.1,,,,,,,,,,9360953
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,teriparatide,4448,,,135652417,Agonist,Full agonist,"",f,,"",pIC50,7.8,,7.7,-,,,,=,"","","",8702701|11602681
PTH2 receptor,332,Pth2r,P70555,,,,,,Rat,teriparatide,4448,,,135652417,Agonist,Full agonist,,f,,"",pIC50,,6.3,,,,,,,,,,11602681
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,TIP39,3624,Pth2|Pth2,Mouse|Rat,135651894,Agonist,Full agonist,"",f,,"",pIC50,,8.8,,-,,,,=,"","","",11602681
PTH2 receptor,332,Pth2r,P70555,,,,,,Rat,TIP39,1815,PTH2|PTH2,Bovine|Human,135651893,Agonist,Full agonist,,f,,"",pIC50,,7,,,,,,,,,,11602681
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,TIP39,1815,PTH2|PTH2,Bovine|Human,135651893,Agonist,Full agonist,"",f,f,"",pIC50,9.19999980926514,,7.59999990463257,-,,,,=,"","","",10854439|11602681
PTH2 receptor,332,Pth2r,P70555,,,,,,Rat,TIP39,3624,Pth2|Pth2,Mouse|Rat,135651894,Agonist,Full agonist,"",t,,"",pIC50,,8.1,,-,,,,=,"","","",11602681
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,[Trp<sup>23</sup>]PTHrP-(1-36) (human),1809,,,135652614,Agonist,Full agonist,,f,,"",pIC50,,7.5,,,,,,,,,,8702701
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"[Trp<sup>23</sup>,Tyr<sup>36</sup>]PTHrP-(1-36)-NH<sub>2</sub> (human)",1808,,,135652615,Agonist,Full agonist,,f,,"",pIC50,,7.4,,,,,,,,,,9360953
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,[D-Trp<sup>12</sup>]PTH-(7-34) (bovine),1820,,,135652131,Antagonist,Antagonist,,f,,"",pIC50,,7.3,,,,,,,,,,11602681
PTH2 receptor,332,Pth2r,P70555,,,,,,Rat,[D-Trp<sup>12</sup>]PTH-(7-34) (bovine),1820,,,135652131,Antagonist,Antagonist,,f,,"",pIC50,,6.3,,,,,,,,,,11602681
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"[D-Trp<sup>12</sup>,Tyr<sup>34</sup>]PTH-(7-34) (bovine)",1819,,,135652132,Antagonist,Antagonist,,f,,"",pIC50,,6.9,,,,,,,,,,11046116
PTH2 receptor,332,Pth2r,P70555,,,,,,Rat,"[His<sup>4</sup>, Tyr<sup>5</sup>, Trp<sup>6</sup>, His<sup>7</sup>]TIP39 (human)",5572,,,178102208,Antagonist,Antagonist,"",f,,"",pA2,,7.61,,-,,,,=,"","","",
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"[Ile<sup>5</sup>,Trp<sup>23</sup>]PTHrP-(5-36)",1821,,,135652207,Antagonist,Antagonist,,f,,"",pIC50,,7,,,,,,,,,,10537121
PTH2 receptor,332,Pth2r,P70555,,,,,,Rat,PTHrP-(1-21)/PTH-(22-34) (human),1788,,,135652421,Antagonist,Antagonist,"",f,,"",pIC50,,5.5,,-,,,,=,"","","",11602681
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,PTHrP-(1-21)/PTH-(22-34) (human),1788,,,135652421,Antagonist,Antagonist,"",f,,"",pIC50,8,,7,-,,,,=,"","","",8702701|11602681
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,"PTHrP-(7-34) (human, rat, mouse)",1814,,,135652423,Antagonist,Antagonist,,f,,"",pIC50,,6.7,,,,,,,,,,11046116
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,TIP39-(7-39) (human/bovine),1827,,,135652606,Antagonist,Antagonist,,f,,"",pIC50,7.2,,7,,,,,,,,,11046116|11602681
PTH2 receptor,332,Pth2r,P70555,,,,,,Rat,TIP39-(7-39) (human/bovine),1827,,,135652606,Antagonist,Antagonist,,f,,"",pIC50,,6.1,,,,,,,,,,11602681
PTH2 receptor,332,Pth2r,P70555,,,,,,Rat,TIP39-(7-39) (mouse),1828,,,135652607,Antagonist,Antagonist,,f,,"",pIC50,,6.5,,,,,,,,,,11602681
PTH2 receptor,332,PTH2R,P49190,,,,,,Human,TIP39-(7-39) (mouse),1828,,,135652607,Antagonist,Antagonist,,f,,"",pIC50,,8.2,,,,,,,,,,11602681
purine nucleoside phosphorylase,2841,PNP,P00491,,,,,,Human,forodesine,8272,,,252166484,Inhibitor,Inhibition,"",f,t,"",pKi,,10.1400003433228,,Ki,,0.0719999969005585,,=,"","","",9628722
Puromycin-sensitive aminopeptidase,1575,NPEPPS,P55786,,,,,,Human,ANTAQ,8671,,,252166871,Inhibitor,Inhibition,"",f,t,"",pIC50,,5.53999996185303,,IC50,,2900,,=,"","","",12467622
Px1,735,PANX1,Q96RD7,,,,,,Human,carbenoxolone,4151,,,178100972,Inhibitor,None,,f,,,-,,,,,,,,,,,,
Px1,735,PANX1,Q96RD7,,,,,,Human,flufenamic acid,2447,,,135650269,Inhibitor,None,little block by flufenamic acid,f,,,-,,,,,,,,,,,,
Px2,736,PANX2,Q96RD6,,,,,,Human,carbenoxolone,4151,,,178100972,Inhibitor,None,,f,,,-,,,,,,,,,,,,
Px2,736,PANX2,Q96RD6,,,,,,Human,flufenamic acid,2447,,,135650269,Inhibitor,None,little block by flufenamic acid,f,,,-,,,,,,,,,,,,
Px3,737,PANX3,Q96QZ0,,,,,,Human,carbenoxolone,4151,,,178100972,Inhibitor,None,,f,,,-,,,,,,,,,,,,
Px3,737,PANX3,Q96QZ0,,,,,,Human,flufenamic acid,2447,,,135650269,Inhibitor,None,little block by flufenamic acid,f,,,-,,,,,,,,,,,,
pyruvate dehydrogenase kinase 1,2915,PDK1,Q15118,,,,,,Human,AZD7545,9362,,,328083464,Inhibitor,Inhibition,"",f,f,"",pIC50,,7.42999982833862,,IC50,,36.7999992370605,,=,In a biochemical enzyme assay,"","",14641019
