uniprot,protein_name,transmembrane,peripheral,secreted,secreted_desc,secreted_highlight,receptor,receptor_desc,integrin,other,other_desc,tags,tags_description,tags_reason,pfam
Q9GZV7,HPLN2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9GZV9,FGF23_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,PF00167;
Q9GZW8,MS4A7_HUMAN,True,False,False,,False,True,,False,False,,To_add,May be involved in signal transduction as a component of a multimeric receptor complex. (uniprot),,
Q9GZX6,IL22_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF14565;
Q9GZX9,TWSG1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9GZY6,NTAL_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9GZZ6,ACH10_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9GZZ7,GFRA4_HUMAN,True,False,True,,False,True,,False,False,,,,,PF02351;
Q9GZZ8,LACRT_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H0B8,CRLD2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H0F7,ARL6_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9H0H5,RGAP1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9H0M0,WWP1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9H0U3,MAGT1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H106,SIRPD_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H114,CST1L_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H158,PCDC1_HUMAN,True,False,False,,False,False,,False,False,,,Protocadherin,,
Q9H159,CAD19_HUMAN,True,False,False,,False,False,,False,False,,,Cadherin,,
Q9H1C0,LPAR5_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9H1D0,TRPV6_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H1E1,RNAS7_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H1F0,WF10A_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H1J5,WNT8A_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,
Q9H1J7,WNT5B_HUMAN,False,False,True,CellSignal_WNT,True,False,,False,False,,,,,PF00110;
Q9H1K0,RBNS5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H1M3,DB129_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H1M4,DB127_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H1R2,DUS15_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H1Z8,AUGN_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H205,O2AG1_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H207,O10A5_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H208,O10A2_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H209,O10A4_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H210,OR2D2_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H221,ABCG8_HUMAN,True,False,False,,False,False,,False,False,,To_add,complex,,
Q9H222,ABCG5_HUMAN,True,False,False,,False,False,,False,False,,To_add,complex,,
Q9H223,EHD4_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9H228,S1PR5_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9H239,MMP28_HUMAN,False,False,True,,False,False,,False,False,,,Matrix metalloproteinase,,
Q9H244,P2Y12_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9H251,CAD23_HUMAN,True,False,False,,False,False,,False,False,,,Cadherin,,
Q9H255,O51E2_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H293,IL25_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF06083;
Q9H295,DCSTP_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H2A7,CXL16_HUMAN,True,False,True,Cytokine,True,True,Chemokine_receptor_add,False,False,,,,,
Q9H2C5,O52A5_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H2C8,O51V1_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H2E6,SEM6A_HUMAN,True,False,False,,False,False,,False,False,,,Possible_receptor,,
Q9H2H9,S38A1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H2K8,TAOK3_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9H2R5,KLK15_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H2W1,M4A6A_HUMAN,True,False,False,,False,True,,False,False,,To_add,May be involved in signal transduction as a component of a multimeric receptor complex. (uniprot),,
Q9H2X0,CHRD_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H2X3,CLC4M_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00059;
Q9H2Y9,SO5A1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H310,RHBG_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H313,TTYH1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H324,ATS10_HUMAN,False,False,True,,False,False,,False,False,,,disintegrin and metalloproteinase,,
Q9H336,CRLD1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H339,O51B5_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H340,O51B6_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H341,O51M1_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H342,O51J1_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H343,O51I1_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H344,O51I2_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H346,O52D1_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9H3N8,HRH4_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;
Q9H3R2,MUC13_HUMAN,True,False,True,,False,False,,False,False,,,,,
Q9H3S1,SEM4A_HUMAN,True,False,False,,False,False,,False,False,,,,,PF01437;PF01403;
Q9H3S3,TMPS5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H3T2,SEM6C_HUMAN,True,False,False,,False,False,,False,False,,,Possible_receptor,,
Q9H3T3,SEM6B_HUMAN,True,False,False,,False,False,,False,False,,,Possible_receptor,,
Q9H3U7,SMOC2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H3V2,MS4A5_HUMAN,True,False,False,,False,True,,False,False,,To_add,May be involved in signal transduction as a component of a multimeric receptor complex. (uniprot),,
Q9H3W5,LRRN3_HUMAN,True,False,False,,False,False,,False,False,,To_add,Iglike,,
Q9H3Y0,CRSPL_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H3Z4,DNJC5_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q9H400,LIME1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H461,FZD8_HUMAN,True,False,False,,False,True,,False,False,,To_comment,,Extracellular_add,PF01534;PF01392;
Q9H4A4,AMPB_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H4A6,GOLP3_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9H4D0,CSTN2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H4E5,RHOJ_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q9H4E7,DEFI6_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H4F8,SMOC1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H4G0,E41L1_HUMAN,,,,,,,,,,,,,,PF05902;PF08736;PF09380;PF00373;PF09379;PF04382;
Q9H4G1,CST9L_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H4L5,OSBL3_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9H4M9,EHD1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9H5V8,CDCP1_HUMAN,True,False,True,,False,False,,False,False,,,,,
Q9H5Y7,SLIK6_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H665,IGFR1_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9H6B4,CLMP_HUMAN,True,False,False,,False,False,,False,False,,To_comment,,Adhesion_add,
Q9H6B9,EPHX3_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H6D3,XKR8_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H6E4,CC134_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H6L2,TM231_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H6Q3,SLAP2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H6X2,ANTR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF05586;PF05587;PF00092;
Q9H741,CL049_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H772,GREM2_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,
Q9H7B7,CG069_HUMAN,False,False,True,,False,False,,False,True,,To_remove,no ensembl,,
Q9H7D0,DOCK5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H7L2,KI3X1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H7M9,GI24_HUMAN,True,False,False,,False,True,,False,False,,,,,PF07686;
Q9H7V2,SYNG1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H7Y0,DIA1R_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H8L6,MMRN2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H8M5,CNNM2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9H8T0,AKTIP_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9H972,CN093_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9H9S5,FKRP_HUMAN,True,False,True,,False,False,,False,False,,,,,
Q9HAB3,S52A2_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9HAP6,LIN7B_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9HAR2,LPHN3_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9HAS3,S28A3_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HAT2,SIAE_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9HAU4,SMUF2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HAV5,TNR27_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,TNF_receptor_add (uniprot),,PF00020;
Q9HB19,PKHA2_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9HB21,PKHA1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9HB29,ILRL2_HUMAN,True,False,False,,False,True,Cytokine_receptor,False,False,,To_add,Iglike,,PF13895;PF18452;PF01582;
Q9HB40,RISC_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9HB63,NET4_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9HB89,NMUR1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;
Q9HBA0,TRPV4_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HBB8,CDHR5_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Cadherin,Adhesion_add,
Q9HBE4,IL21_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF02372;
Q9HBE5,IL21R_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,cytokine_receptor,,
Q9HBG4,VPP4_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HBG7,LY9_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HBH0,RHOF_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q9HBI0,PARVG_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9HBI1,PARVB_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9HBJ0,PLAC1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9HBL7,PLRKT_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HBM0,VEZA_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HBT6,CAD20_HUMAN,True,False,False,,False,False,,False,False,,,Cadherin,,
Q9HBU9,POPD2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HBW0,LPAR2_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9HBW1,LRRC4_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HBW9,AGRL4_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9HBX8,LGR6_HUMAN,True,False,False,,False,True,,False,False,,,,,PF13855;
Q9HBX9,RXFP1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;PF00057;PF13855;
Q9HC10,OTOF_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HC23,PROK2_HUMAN,False,False,True,,False,False,,False,False,,,,,PF06607;
Q9HC29,NOD2_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q9HC56,PCDH9_HUMAN,True,False,False,,False,False,,False,False,,,Protocadherin,,
Q9HC57,WFDC1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9HC73,CRLF2_HUMAN,True,False,True,,False,True,,False,False,,,,,
Q9HC84,MUC5B_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9HC97,GPR35_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;
Q9HCB6,SPON1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9HCC8,GDPD2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HCE7,SMUF1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9HCE9,ANO8_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HCH5,SYTL2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HCI5,MAGE1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HCJ2,LRC4C_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HCK4,ROBO2_HUMAN,True,False,False,,False,True,,False,False,,To_add | To_comment,Iglike | Receptor_add,Receptor_add,
Q9HCL0,PCD18_HUMAN,True,False,False,,False,False,,False,False,,,Protocadherin,,
Q9HCM2,PLXA4_HUMAN,True,False,False,,False,True,,False,False,,,,,PF08337;PF01437;PF01403;PF01833;PF18020;PF17960;
Q9HCN6,GPVI_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9HCQ7,NPVF_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9HCT0,FGF22_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,
Q9HCU4,CELR2_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00002;PF00028;PF00008;PF16489;PF01825;PF12661;PF00053;PF02210;
Q9HCX4,TRPC7_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9HD26,GOPC_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9HD67,MYO10_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9HD89,RETN_HUMAN,False,False,True,Hormone,True,False,,False,False,,,,,PF06954;
Q9HDB5,NRX3B_HUMAN,True,False,False,,False,False,,False,False,,To_add,Neuronal cell surface protein that may be involved in cell recognition and cell adhesion. (uniprot),,
Q9HDB9,GAK5_HUMAN,True,False,False,,False,False,,False,True,Retrovirus,,Retrovirus,,
Q9HDC5,JPH1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9N2J8,ENH3_HUMAN,True,False,False,,False,False,,False,True,Virus,,Virus,,
Q9N2K0,ENH1_HUMAN,True,False,False,,False,False,,False,True,Virus,,Virus,,
Q9NNX1,TUFT1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NNX6,CD209_HUMAN,True,False,True,,False,True,,False,False,,,,,PF00059;
Q9NP55,BPIA1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NP58,ABCB6_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NP59,S40A1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NP60,IRPL2_HUMAN,True,False,False,,False,True,Cytokine_receptor_add,False,False,,To_add,Iglike,,
Q9NP70,AMBN_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NP72,RAB18_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q9NP84,TNR12_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,TNF_receptor_add (uniprot),,PF12191;
Q9NP85,PODO_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9NP90,RAB9B_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q9NP91,S6A20_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NP94,S39A2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NP95,FGF20_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,
Q9NP99,TREM1_HUMAN,True,False,True,,False,True,,False,False,,,,,
Q9NPA2,MMP25_HUMAN,True,False,True,,False,False,,False,False,,,Matrix metalloproteinase,,
Q9NPB3,CABP2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NPB6,PAR6A_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NPB9,ACKR4_HUMAN,True,False,False,,False,True,Atipical_chemokine_receptor_add,False,False,,,,,PF00001;
Q9NPC1,LT4R2_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9NPC2,KCNK9_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NPD5,SO1B3_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NPD7,NRN1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NPE2,NGRN_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NPF0,CD320_HUMAN,True,False,False,,False,False,,False,False,,To_add,Receptor for transcobalamin saturated with cobalamin (TCbl) (uniprot),,
Q9NPF7,IL23A_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF16649;
Q9NPF8,ADAP2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NPG1,FZD3_HUMAN,True,False,False,,False,True,,False,False,,To_comment,,Extracellular_add,PF01534;PF01392;
Q9NPG4,PCD12_HUMAN,True,False,False,,False,False,,False,False,,,Protocadherin,,
Q9NPH3,IL1AP_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor_add,False,False,,,,,PF18452;PF01582;
Q9NPH5,NOX4_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NPH6,OBP2B_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NPH9,IL26_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00726;
Q9NPI9,KCJ16_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NPQ8,RIC8A_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NPR2,SEM4B_HUMAN,True,False,False,,False,False,,False,False,,To_remove,no ensembl,,
Q9NPY3,C1QR1_HUMAN,True,False,False,,False,True,,False,False,,To_add,Complement component C1q receptor (uniprot),,
Q9NQ25,SLAF7_HUMAN,True,False,False,,False,True,,False,False,,To_add,Iglike,,
Q9NQ30,ESM1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NQ36,SCUB2_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NQ38,ISK5_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NQ40,S52A3_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NQ76,MEPE_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NQ79,CRAC1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NQ84,GPC5C_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9NQ90,ANO2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NQA5,TRPV5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NQC7,CYLD_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9NQN1,OR2S1_HUMAN,True,False,False,,False,False,,False,True,Olfactory receptor,,Olfactory receptor,,
Q9NQS3,PVRL3_HUMAN,True,False,False,,False,False,,False,False,,To_comment,,Extracellular_add,PF08205;PF07686;
Q9NQS5,GPR84_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9NQX3,GEPH_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9NQX7,ITM2C_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NQZ6,ZC4H2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NR16,C163B_HUMAN,True,False,True,,False,True,,False,False,,To_comment,,Receptor_add,
Q9NR22,ANM8_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NR23,GDF3_HUMAN,False,False,True,Growthfactor | Cytokine,True,False,,False,False,,,,,PF00019;PF00688;
Q9NR61,DLL4_HUMAN,True,False,False,,False,False,,False,False,,To_comment,ligandIUPHAR,extracellular_add,PF01414;PF00008;PF07657;
Q9NR71,ASAH2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NR80,ARHG4_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9NR96,TLR9_HUMAN,True,False,False,,False,True,,False,True,microbe recognition,To_add,TLR (uniprot),,
Q9NR97,TLR8_HUMAN,True,False,False,,False,True,,False,True,microbe recognition,To_add,TLR (uniprot),,
Q9NR99,MXRA5_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NRA1,PDGFC_HUMAN,True,False,True,Growthfactor,True,False,,False,False,,,,,PF00431;PF00341;
Q9NRA2,S17A5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NRC9,OTOR_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NRD5,PICK1_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9NRD8,DUOX2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NRD9,DUOX1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NRE1,MMP26_HUMAN,False,False,True,,False,False,,False,False,,,Matrix metalloproteinase,,
Q9NRI5,DISC1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NRI6,PYY2_HUMAN,False,False,True,,False,False,,False,True,,To_remove,no ensembl,,
Q9NRJ3,CCL28_HUMAN,False,False,True,Cytokine,True,False,,False,False,,,,,PF00048;
Q9NRM0,GTR9_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NRM1,ENAM_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NRM6,I17RB_HUMAN,True,False,True,Cytokine,True,True,Cytokine_receptor,False,False,,,,,PF16556;PF08357;
Q9NRN5,OLFL3_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NRR1,CYTL1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NRR3,C42S2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NRR6,INP5E_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9NRR8,C42S1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NRU3,CNNM1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NRV9,HEBP1_HUMAN,True,False,False,,False,False,,False,False,,To_add | To_comment,"Genecards: This protein includes a natural chemoattractant peptide of 21 amino acids at the N-terminus, which is a natural ligand for formyl peptide receptor-like receptor 2 (FPRL2) ",transmembrane_add | extracellular_add,PF04832;
Q9NRY4,RHG35_HUMAN,False,True,False,,False,False,,False,False,,To_comment,,Peripheral_add,
Q9NS15,LTBP3_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NS61,KCIP2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NS62,THSD1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NS66,GP173_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9NS67,GPR27_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9NS68,TNR19_HUMAN,True,False,False,,False,True,TNF_receptor_add,False,False,,To_add,TNF_receptor_add (uniprot),,
Q9NS71,GKN1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NS75,CLTR2_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9NS86,LANC2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NS93,TM7S3_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NS98,SEM3G_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NSA0,S22AB_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NSA1,FGF21_HUMAN,False,False,True,Growthfactor,True,False,,False,False,,,,,
Q9NSB8,HOME2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NSC5,HOME3_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NSD5,S6A13_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NSD7,RL3R1_HUMAN,True,False,False,,False,True,,False,False,,,,,PF00001;
Q9NSI5,IGSF5_HUMAN,True,False,False,,False,False,,False,False,,,Possible_receptor,,
Q9NT22,EMIL3_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NT68,TEN2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NT99,LRC4B_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NTI2,AT8A2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NTN9,SEM4G_HUMAN,True,False,False,,False,False,,False,False,,,Possible_receptor,,PF01437;PF01403;
Q9NTQ9,CXB4_HUMAN,True,False,False,,False,False,,False,False,,To_comment,Gap junction,Adhesion_add,
Q9NTU7,CBLN4_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NUP9,LIN7C_HUMAN,False,True,False,,False,False,,False,False,,,,,
Q9NV29,TM100_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NV96,CC50A_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NVD7,PARVA_HUMAN,False,True,False,,False,True,,False,True,,To_comment,,Peripheral_add | Receptor_add,
Q9NVZ3,NECP2_HUMAN,True,False,False,,False,False,,False,True,Ear-binding,,Ear-binding,,
Q9NW15,ANO10_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NWF4,S52A1_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9NWH7,SPAT6_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NWQ8,PHAG1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NX52,RHBL2_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NX77,ENK13_HUMAN,True,False,False,,False,False,,False,True,Retrovirus,,Retrovirus,,
Q9NXC2,GFOD1_HUMAN,False,False,True,,False,False,,False,False,,,,,
Q9NXJ0,M4A12_HUMAN,True,False,False,,False,True,,False,False,,To_add,May be involved in signal transduction as a component of a multimeric receptor complex. (uniprot),,
Q9NXK6,MPRG_HUMAN,True,False,False,,False,True,,False,False,,To_add,Plasma membrane progesterone (P4) receptor coupled to G proteins (uniprot),,
Q9NY15,STAB1_HUMAN,True,False,False,,False,True,,False,False,,To_add,Acts as a scavenger receptor for acetylated low density lipoprotein. (uniprot),,
Q9NY25,CLC5A_HUMAN,True,False,False,,False,True,,False,False,,,,,
Q9NY26,S39A1_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NY37,ASIC5_HUMAN,True,False,False,,False,False,,False,False,,,,,
Q9NY46,SCN3A_HUMAN,True,False,False,,False,False,,False,False,,,,,
